id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
54,waffle,uncommon,29,29,1,0,5.1738115543328748,3761.361,678,727,26,355,0,10257,10257,8,1.8206882800808826,1.8206882800808826,0.002685380944072098,74,,,,
55,saturn,common,29,29,1,0,3.7596055000000000,7519.211,1996,2000,5,222.000000000000000000,0,198973,198973,143,153.7289520401406,153.7289520401406,0.07701851304616263,40,,,,
56,marble,rare,29,29,1,0,7.5196445993031359,2158.138,278,287,7,1500,0,1087679,931938,275,530.6629889436277,530.6629889436277,1.9088596724590925,20,,,,
57,skull,uncommon,29,29,1,0,6.5781794478527607,4288.973,650,652,8,822,0,922732,921925,348,105.87952012018741,105.87952012018741,0.16289156941567293,44,,,,
58,skullpatch,rare,29,29,1,0,9.1546600000000000,1373.199,150,150,5,2350,0,424934,229570,67,285.14099357893974,285.14099357893974,1.9009399571929315,30,,,,
59,football,common,29,17,1,0,4.2091085000000000,8418.217,1997,2000,7,1050,5,8904350,8261164,2237,4377.831550304747,5377.831550304747,2.69295520796432,2,700.000000000000000000,,1000,149
60,starballoon,common,29,24,1,0,3.4700974149659864,12752.608,3412,3676,6,99,0,101396,101396,68,13.40317076773431,13.40317076773431,0.003928244656428578,63,,,,
61,tamagochi,epic,29,29,1,0,12.1171973684210526,920.907,76,76,16,7460.000000000000000000,0,420901,420901,115,43.38150839127612,43.38150839127612,0.5708093209378436,54,,,,
62,target,uncommon,29,29,1,0,5.0455589812332440,3763.987,711,746,23,350,0,,,,,,,87,,,,
64,tomato,uncommon,29,29,1,0,5.0359868593955322,3832.386,739,761,23,397.998000000000000000,0,124602,124602,55,9.919533180475709,9.919533180475709,0.013422913640697847,67,,,,
65,volleyball,common,29,29,1,0,3.1076885000000000,6215.377,2000,2000,31,240,0,285976,285955,118,70.16135027343927,70.16135027343927,0.035080675136719634,47,,,,
66,racoon,uncommon,29,29,1,0,6.3599026888604353,4967.084,735,781,3,399,0,478160,226080,124,115.21927229650518,115.21927229650518,0.1567609146891227,43,,,,
67,peach,rare,29,29,1,0,10.1959500000000000,1019.595,100,100,29,4475,0,998534,1018912,101,215.67207586728205,215.67207586728205,2.1567207586728205,33,,,,
68,watermelon,uncommon,29,29,1,0,4.2210700000000000,2532.642,600,600,25,545,1,1615331,1613468,451,585.4435606385084,585.4435606385084,0.9757392677308474,18,,,,
69,citrus,epic,29,29,1,0,15.7523200000000000,787.616,50,50,8,7800,0,1366189,680373,195,327.9685625466765,327.9685625466765,6.55937125093353,28,,,,
70,potion,epic,29,29,1,0,14.0655600000000000,703.278,50,50,9,9540.000000000000000000,1,2666806,1450928,224,469.4086887253996,469.4086887253996,9.388173774507992,23,,,,
71,crlogo,legendary,29,29,1,0,35.2302000000000000,352.302,10,10,7,72464.800000000000000000,0,3659805,3249985,601,1396.3939490758805,1396.3939490758805,139.63939490758804,8,400.000000000000000000,,,
72,yinyang,uncommon,29,29,1,0,5.4740083916083916,3913.916,687,715,4,415,0,22736,22736,28,4.820993964138629,4.820993964138629,0.007017458463083885,72,,,,
73,waffle2,legendary,29,29,1,0,17.7430000000000000,319.374,18,18,8,40000,0,417442,417442,91,47.88602502616913,47.88602502616913,2.660334723676063,53,,,,
74,snowman,epic,29,29,1,0,12.5297000000000000,626.485,50,50,13,6955.400000000000000000,1,1772479,1033503,238,754.7278646923611,754.7278646923611,15.094557293847222,15,,,,
75,crosshair,common,29,29,1,0,3.5720670000000000,7144.134,2000,2000,29,1000,0,2748730,2735406,784,505.10376048692467,505.10376048692467,0.2525518802434623,21,,,,
76,xmasball2,common,29,29,1,0,3.3798015075376884,13451.610,3760,3980,30,55,0,225767,224986,147,121.84731683336148,121.84731683336148,0.03240620128546848,42,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.5062600000000000,1150.626,100,100,18,4016.800000000000000000,0,2818,2818,2,0.6248091453649476,0.6248091453649476,0.0062480914536494755,80,,,,
78,vase,common,29,29,1,0,2.5095005000000000,5019.001,1999,2000,27,163.800000000000000000,0,435617,435617,211,159.2523129471093,159.2523129471093,0.07966598946828879,39,,,,
79,ufo,uncommon,29,29,1,0,5.9492950000000000,3569.577,600,600,29,1980,0,3501549,3340388,532,1297.2944658707295,1297.2944658707295,2.1621574431178825,9,,,,
80,wheeee,rare,29,29,1,0,9.0073000000000000,1351.095,150,150,21,4211.400000000000000000,1,957736,626791,142,579.1785477615854,579.1785477615854,3.861190318410569,19,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5671400000000000,878.357,50,50,16,13000,0,543781,319308,84,126.68788285079086,126.68788285079086,2.5337576570158173,41,,,,
83,ape,epic,29,29,1,0,16.9748000000000000,848.740,50,50,19,12000,0,459428,232368,178,209.79072030054823,209.79072030054823,4.195814406010965,34,,,,
84,ghost,epic,24,29,1,0,23.2447400000000000,1162.237,50,50,17,49600.000000000000000000,2,6286132,5860774,1306,2770.9113680377736,2770.9113680377736,55.41822736075547,5,300.000000000000000000,,,184
85,diver,rare,29,29,1,0,8.2806800000000000,1242.102,150,150,14,6550.000000000000000000,1,3935302,3796482,777,2151.900077519397,2151.900077519397,14.346000516795982,6,,,,
86,cobra,legendary,29,24,1,0,34.3691000000000000,343.691,10,10,22,72500,0,1766419,1766397,421,895.335912493308,895.335912493308,89.5335912493308,14,,,,
87,clock,common,29,29,1,0,2.4683290000000000,4936.658,2000,2000,8,176.000000000000000000,0,8425,8425,10,0.9664570427639645,0.9664570427639645,0.00048322852138198223,79,,,,
88,ladybug,rare,29,21,1,0,9.8397200000000000,1475.958,150,150,16,8500,2,2846266,2520234,754,1578.0816020167572,1578.0816020167572,10.520544013445049,7,200.000000000000000000,,,
89,dragon,epic,29,24,1,100.000000000000000000,16.5157000000000000,825.785,50,50,8,12500,1,2058184,2058184,509,922.7487984190298,922.7487984190298,18.454975968380595,13,,,,
90,virus,common,29,29,1,0,2.5538170000000000,5107.634,2000,2000,24,150,0,150178,150178,83,22.131773877184614,22.131773877184614,0.011065886938592307,59,,,,
91,cougar,rare,29,29,1,0,9.1677200000000000,1375.158,150,150,30,2810,0,296999,298706,122,53.85562103357352,53.85562103357352,0.3590374735571568,52,,,,
92,botroyale,legendary,29,29,1,0,23.6211000000000000,236.211,10,10,3,47240.000000000000000000,0,106654,106654,29,9.319265713504814,9.319265713504814,0.9319265713504814,68,,,,
93,mummy,epic,29,29,1,0,15.1841400000000000,759.207,50,50,24,9000,0,515481,300047,52,198.63144737440967,198.63144737440967,3.9726289474881935,36,,,,
94,frankie,rare,29,21,1,0,7.3888533333333333,1108.328,150,150,20,3200,5,7550630,5605539,1808,3779.257163593389,3779.257163593389,25.19504775728926,4,,,,
95,earth,uncommon,29,29,1,0,3.0759833333333333,1845.590,600,600,23,706.000000000000000000,0,88035,87051,73,30.971237440036298,30.971237440036298,0.05161872906672716,56,,,,
131,bat,epic,29,24,1,0,10.9659000000000000,548.295,50,50,11,11380.000000000000000000,2,2457407,1677812,569,1193.2553837606079,1193.2553837606079,23.86510767521216,10,,,,
