id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
18,burger,rare,29,29,1,300.000000000000000000,9.7871266666666667,1468.069,150,150,23,5000,0,1349119,1349119,256,680.2674314921621,680.2674314921621,4.535116209947748,17,,,,
19,button,common,29,29,1,0,3.8390416541804016,12810.882,3080,3337,30,86.400000000000000000,0,251155,133664,79,36.5647428583538,36.5647428583538,0.01187166975920578,47,,,,
20,cat,uncommon,29,29,1,0,5.4219666666666667,3253.180,600,600,30,1245.000000000000000000,0,630813,552963,260,693.6492662759823,693.6492662759823,1.1560821104599706,16,,,,
21,cherry,rare,29,29,1,0,10.2668200000000000,1026.682,98,100,10,3300.000000000000000000,0,248219,217867,72,130.78729901239126,130.78729901239126,1.3345642756366456,39,,,,
22,egg,rare,29,29,1,0,14.0045700000000000,1400.457,100,100,20,8500,0,489699,489699,190,62.40467332447426,62.40467332447426,0.6240467332447426,45,,,,
23,coconut,rare,29,29,1,0,7.0215689045936396,1987.104,271,283,23,1550,0,4471,4471,1,1.0499591167546463,1.0499591167546463,0.003874387884703492,78,,,,
24,cute,uncommon,29,29,1,0,5.7227845303867403,4143.296,707,724,3,415,0,,,,,,,83,,,,
25,devil,epic,29,29,1,0,15.0916951219512195,1237.519,81,82,19,11499.600000000000000000,0,2436574,2128656,682,895.6877846334226,895.6877846334226,11.057873884363241,12,,,,
26,revolver,uncommon,29,29,1,0,4.1452850000000000,2487.171,600,600,27,532.000000000000000000,0,107390,107390,46,22.41304344352276,22.41304344352276,0.03735507240587126,54,,,,
27,disguise,epic,29,29,1,0,12.4006216216216216,917.646,73,74,20,7380.000000000000000000,0,197085,94174,55,14.459286906860157,14.459286906860157,0.198072423381646,57,,,,
28,dog,uncommon,29,29,1,0,5.0530250000000000,3031.815,600,600,3,549,0,686418,356396,72,153.39025456163148,153.39025456163148,0.2556504242693858,36,,,,
29,donut,uncommon,29,24,1,0,5.5155951742627346,4114.634,686,746,16,404,0,26757,26757,21,7.841289049679123,7.841289049679123,0.011430450509736331,66,,,,
30,baseball,epic,29,29,1,0,9.7012428571428571,679.087,69,70,5,6718.800000000000000000,0,,,,,,,84,,,,
31,bowie,rare,29,29,1,0,7.8910348101265823,2493.567,312,316,27,1510,0,48411,48411,17,11.839777433708154,11.839777433708154,0.037948004595218444,60,,,,
32,eyeball,rare,29,17,1,0,7.0317430555555556,2025.142,275,288,3,1408.000000000000000000,0,,,,,,,85,,,,
33,eyeball2,epic,29,29,1,0,10.5331866666666667,789.989,71,75,14,5690.000000000000000000,0,882,882,1,0.1265331739299066,0.1265331739299066,0.001782157379294459,81,,,,
34,discoball,epic,29,29,1,0,14.3951886792452830,762.945,53,53,20,6500,0,,,,,,,86,,,,
35,fishcake,uncommon,29,29,1,0,5.3537004103967168,3913.555,681,731,12,302.200000000000000000,0,149275,149275,92,24.875021318804336,24.875021318804336,0.03652719723759815,53,,,,
36,floater,rare,29,29,1,0,8.5644133333333333,1284.662,150,150,32,2000,0,10648,10648,6,2.9387204621773155,2.9387204621773155,0.01959146974784877,74,,,,
37,fox,uncommon,29,29,1,0,6.0501887034659820,4713.097,707,779,17,398,0,85705,41165,21,7.800972080884262,7.800972080884262,0.011033906762212534,67,,,,
38,fox777,legendary,29,29,1,0,31.8783571428571429,446.297,14,14,14,104100.000000000000000000,0,238613,238613,71,34.23181432079002,34.23181432079002,2.4451295943421445,48,,,,
40,gamer,rare,24,29,1,0,10.3732300000000000,1037.323,99,100,32,4700,0,804401,804401,136,512.7442093628752,512.7442093628752,5.17923443800884,23,,,,
41,xmasball,epic,29,29,1,0,10.8098333333333333,648.590,60,60,12,8005.000000000000000000,0,126578,126578,64,21.391643195987786,21.391643195987786,0.35652738659979644,56,,,,
42,derp,uncommon,29,29,1,0,7.0994476190476190,2981.768,420,420,33,1350.000000000000000000,0,50889,50889,7,3.6961672542228428,3.6961672542228428,0.008800398224340101,70,,,,
43,moneybag,legendary,29,29,1,0,19.2372000000000000,192.372,10,10,13,41000.138000000000000000,0,1103926,616000,253,365.3773801666334,365.3773801666334,36.53773801666334,27,,,,
44,moon,uncommon,29,29,1,0,6.2273450000000000,3736.407,600,600,31,5750,0,1830339,1603879,520,870.5358022115207,870.5358022115207,1.4508930036858678,13,,,,
45,bull,uncommon,29,29,1,0,6.3825220207253886,4927.307,738,772,17,516.000000000000000000,0,184984,184984,40,92.28096686102243,92.28096686102243,0.12504196051629057,43,,,,
46,opencan,uncommon,29,29,1,0,5.0159716666666667,3009.583,600,600,14,492.000000000000000000,0,27892,26307,20,7.874195851570641,7.874195851570641,0.013123659752617735,65,,,,
47,candyswirl,rare,29,24,1,0,11.7052200000000000,1170.522,100,100,19,7100.000000000000000000,1,2953734,1995540,583,667.4621711853669,667.4621711853669,6.674621711853669,18,,,,
48,royman,epic,29,29,1,0,12.5607600000000000,628.038,50,50,29,6893.800000000000000000,0,656675,323684,135,389.94856069660887,389.94856069660887,7.798971213932178,26,,,,
49,panda,uncommon,29,29,1,0,5.5098833333333333,3305.930,599,600,25,521.800000000000000000,1,1505981,1014549,277,589.9455110127169,589.9455110127169,0.9848839916739848,21,,,,
50,melon,rare,29,29,1,0,7.0435687732342007,1894.720,265,269,27,1600,0,319897,319897,37,245.9757111516171,245.9757111516171,0.9282102307608192,31,,,,
51,casinochip,uncommon,29,29,1,0,5.3800516666666667,3228.031,600,600,22,2921.800000000000000000,1,2646024,2344843,550,1852.3994616801524,1852.3994616801524,3.0873324361335874,5,,,,
52,pizza,rare,29,29,1,0,8.7862466666666667,1317.937,150,150,23,2000,0,1987310,1242069,378,1072.4343711157649,1072.4343711157649,7.149562474105099,11,,,,
53,jackolantern,rare,29,29,1,0,9.8300266666666667,1474.504,150,150,4,1850.000000000000000000,1,983614,601231,163,558.0560216962252,558.0560216962252,3.7203734779748348,22,,,,
54,waffle,uncommon,29,29,1,0,5.1750220082530949,3762.241,678,727,7,400,0,9097,9097,7,1.74257288472432,1.74257288472432,0.0025701664966435397,77,,,,
55,saturn,common,29,29,1,0,3.7611170000000000,7522.234,1996,2000,12,216.000000000000000000,0,461262,262962,148,211.19165873428472,211.19165873428472,0.10580744425565367,33,,,,
56,marble,rare,29,29,1,0,7.5279335664335664,2152.989,277,286,3,1400,0,290709,290709,49,30.152963729937767,30.152963729937767,0.1088554647290172,51,,,,
57,skull,uncommon,29,29,1,0,6.5835490797546012,4292.474,650,652,14,833,0,478639,478639,148,50.57917285586858,50.57917285586858,0.07781411208595165,46,,,,
58,skullpatch,rare,29,24,1,0,9.1889533333333333,1378.343,150,150,15,1850,0,209513,209513,93,168.7086176422066,168.7086176422066,1.1247241176147107,35,,,,
59,football,common,29,19,1,0,4.2423900000000000,8484.780,1997,2000,26,1110.000000000000000000,9,15151732,13235677,2585,6941.513044067374,7941.513044067374,3.9767216044403475,2,700.000000000000000000,228.57142857142856,1000,
60,starballoon,common,29,29,1,0,3.4762895238095238,12775.364,3412,3676,26,84.400000000000000000,0,108022,108022,49,9.619152425766904,9.619152425766904,0.0028192123170477446,62,,,,
61,tamagochi,epic,29,29,1,0,12.1216447368421053,921.245,76,76,32,6612.379047619047600000,0,11574,11574,2,3.194285370890331,3.194285370890331,0.04203007066960962,72,,,,
62,target,uncommon,29,29,1,0,5.0493646112600536,3766.826,711,746,4,419,0,1441,1441,3,0.31744036585923013,0.31744036585923013,0.0004464702754700846,80,,,,
64,tomato,uncommon,29,29,1,0,5.0413929040735874,3836.500,739,761,14,430,0,97895,47247,45,14.044178074680506,14.044178074680506,0.019004300507010158,58,,,,
65,volleyball,common,29,29,1,0,3.1150150000000000,6230.030,2000,2000,31,214.000000000000000000,0,449037,448857,240,110.20646887761231,110.20646887761231,0.05510323443880615,42,,,,
66,racoon,uncommon,29,29,1,0,6.3619704749679076,4955.975,733,779,23,370.000000000000000000,0,49849,49849,40,11.706421832051525,11.706421832051525,0.015970561844545053,61,,,,
67,peach,rare,29,29,1,0,10.2284000000000000,1022.840,100,100,6,4475,0,442441,442441,172,202.1922759487284,202.1922759487284,2.0219227594872837,34,,,,
68,watermelon,uncommon,29,24,1,0,4.3324816666666667,2599.489,600,600,17,599,1,3846418,3498834,1498,1361.291761525718,1361.291761525718,2.2688196025428633,9,,,,
69,citrus,epic,29,29,1,0,15.7635400000000000,788.177,50,50,22,6815.400000000000000000,0,7336,7336,7,1.8493834695504916,1.8493834695504916,0.03698766939100983,76,,,,
70,potion,epic,29,29,1,0,14.0805800000000000,704.029,50,50,8,9300.000000000000000000,0,65695,65695,32,9.446340071517628,9.446340071517628,0.18892680143035256,63,,,,
71,crlogo,legendary,29,29,1,0,35.7131000000000000,357.131,10,10,4,72464.800000000000000000,0,3308487,3028119,435,1702.9912403414812,1702.9912403414812,170.29912403414812,6,300.000000000000000000,,,
72,yinyang,uncommon,29,29,1,0,5.4860755244755245,3922.544,687,715,32,354.000000000000000000,0,98591,47468,31,27.20993511330989,27.20993511330989,0.03960689245023274,52,,,,
73,waffle2,legendary,29,29,1,0,17.7735000000000000,319.923,18,18,8,40000,0,,,,,,,87,,,,
74,snowman,epic,29,29,1,0,12.5517600000000000,627.588,50,50,11,6500,0,303088,303088,92,32.51261611438407,32.51261611438407,0.6502523222876815,49,,,,
75,crosshair,common,24,29,1,0,3.5989455000000000,7197.891,2000,2000,14,1050,3,6397101,5515860,1552,4484.223761371191,4984.223761371191,2.4921118806855955,3,,,500,
76,xmasball2,common,29,24,1,0,3.3899115355616989,13488.458,3759,3979,7,55,0,499443,319337,197,125.80281389605908,125.80281389605908,0.03346709600852862,40,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.5078000000000000,1150.780,100,100,8,3638.800000000000000000,0,251986,119425,40,216.0767827305604,216.0767827305604,2.160767827305604,32,,,,
78,vase,common,29,24,1,0,2.5356406796601699,5073.817,2000,2000,20,150.000000000000000000,0,819183,782884,306,432.16984843478974,432.16984843478974,0.21608492421739486,25,,,,
79,ufo,uncommon,29,29,1,0,5.9580616666666667,3574.837,600,600,11,2000,0,680537,520288,120,152.94552749092384,152.94552749092384,0.2549092124848731,37,,,,
80,wheeee,rare,29,29,1,0,9.0189000000000000,1352.835,150,150,13,4211.400000000000000000,0,866645,865459,284,259.76634896447786,259.76634896447786,1.7317756597631857,30,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5724000000000000,878.620,50,50,10,16800.000000000000000000,0,55569,55569,12,12.965577277943034,12.965577277943034,0.25931154555886066,59,,,,
83,ape,epic,29,29,1,0,16.9951800000000000,849.759,50,50,24,13400.000000000000000000,0,181874,181874,28,22.120306845117895,22.120306845117895,0.4424061369023579,55,,,,
84,ghost,epic,29,17,1,0,23.4213800000000000,1171.069,50,50,20,50100.000000000000000000,1,6396637,6065699,1090,1657.0150157260925,1657.0150157260925,33.14030031452185,7,200.000000000000000000,,,
85,diver,rare,29,24,1,0,8.3292133333333333,1249.382,150,150,4,6800.000000000000000000,1,2814294,2813870,665,1633.5488744226022,1633.5488744226022,10.890325829484015,8,,,,
86,cobra,legendary,29,29,1,0,34.4576000000000000,344.576,10,10,14,72500,0,1514641,1514641,400,611.3072260610993,611.3072260610993,61.13072260610993,19,,,,
87,clock,common,29,29,1,0,2.4727450000000000,4945.490,2000,2000,7,175.997200000000000000,0,14310,14310,15,3.6044919377238354,3.6044919377238354,0.0018022459688619176,71,,,,
88,ladybug,rare,17,24,1,0,10.0583533333333333,1508.753,150,150,26,8457.142857142840000000,10,11972334,10038362,2977,8006.618340965409,11006.618340965408,73.37745560643606,1,400.000000000000000000,185,3000,1000
89,dragon,epic,29,29,1,100.000000000000000000,16.5639600000000000,828.198,50,50,18,11000,0,2576826,2149323,393,509.10215840126796,509.10215840126796,10.18204316802536,24,,,,
90,virus,common,29,29,1,0,2.5598685000000000,5119.737,2000,2000,29,169.200000000000000000,0,134599,134599,68,31.195028562676608,31.195028562676608,0.015597514281338305,50,,,,
91,cougar,rare,29,29,1,0,9.0445533333333333,1356.683,150,150,19,2394.285714285700000000,0,222995,222803,99,116.08366053577646,116.08366053577646,0.7738910702385098,41,,,,
92,botroyale,legendary,29,29,1,0,23.7470000000000000,237.470,10,10,33,47240.000000000000000000,0,1907027,1105691,488,266.4824540230626,266.4824540230626,26.64824540230626,29,,,,
93,mummy,epic,29,29,1,0,15.2164800000000000,760.824,50,50,21,10759.800000000000000000,1,1364249,834455,123,715.120220155362,715.120220155362,14.30240440310724,15,,,,
94,frankie,rare,29,29,1,0,7.7784600000000000,1166.769,150,150,6,2700,0,2115582,1917190,551,754.3846689939066,754.3846689939066,5.029231126626044,14,,,,
95,earth,uncommon,29,29,1,0,3.0956000000000000,1857.360,600,600,13,900,0,42333,42333,21,6.429264094114477,6.429264094114477,0.010715440156857462,68,,,,
131,bat,epic,29,29,1,0,11.3014400000000000,565.072,50,50,9,11380.000000000000000000,0,1233217,750132,270,149.97920577214165,149.97920577214165,2.999584115442833,38,,,,
