id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
35,fishcake,uncommon,29,29,1,0,5.3522093023255814,3912.465,681,731,17,375,1,782698,354483,184,400.10027494396775,400.10027494396775,0.5875187590954005,27,,,,
36,floater,rare,29,29,1,0,8.5538066666666667,1283.071,150,150,19,2920.000000000000000000,0,132110,69532,55,21.980740445887506,21.980740445887506,0.14653826963925004,62,,,,
37,fox,uncommon,29,29,1,0,6.0460705128205128,4715.935,708,780,10,344,0,186151,186151,64,12.143350113384269,12.143350113384269,0.017151624453932583,68,,,,
38,fox777,legendary,29,29,1,0,31.8202142857142857,445.483,14,14,23,104100.000000000000000000,0,1065726,841204,259,296.0731065712862,296.0731065712862,21.148079040806156,29,,,,
40,gamer,rare,24,29,1,0,10.3376700000000000,1033.767,99,100,23,5000,1,1731628,1727601,514,1778.493562178037,1778.493562178037,17.96458143614179,6,,,,
41,xmasball,epic,29,29,1,0,10.7969500000000000,647.817,60,60,31,8005.000000000000000000,0,193645,193645,42,229.37305975315826,229.37305975315826,3.8228843292193044,33,,,,
42,derp,uncommon,29,29,1,0,7.0877000000000000,2976.834,420,420,15,1160.000000000000000000,0,348364,348364,119,228.2936990163247,228.2936990163247,0.5435564262293445,34,,,,
43,moneybag,legendary,29,29,1,0,19.1705000000000000,191.705,10,10,7,41000.138000000000000000,0,46509,46509,19,12.902695920210789,12.902695920210789,1.290269592021079,67,,,,
44,moon,uncommon,29,29,1,0,6.2110133333333333,3726.608,600,600,14,5500,1,2430591,1939047,606,797.7377157031909,797.7377157031909,1.3295628595053182,11,,,,
45,bull,uncommon,29,29,1,0,6.3789196891191710,4924.526,738,772,33,472.000000000000000000,0,418258,234888,115,172.02437121517053,172.02437121517053,0.23309535395009556,42,,,,
46,opencan,uncommon,29,29,1,0,5.0069050000000000,3004.143,600,600,5,490.000000000000000000,0,295106,295106,137,221.34928944311505,221.34928944311505,0.36891548240519173,36,,,,
47,candyswirl,rare,29,24,1,0,11.6558300000000000,1165.583,100,100,10,7250.000000000000000000,1,1852225,1304141,614,454.4876895763961,454.4876895763961,4.544876895763961,24,,,,
48,royman,epic,29,29,1,0,12.5238400000000000,626.192,50,50,12,6900,1,1037925,552682,220,479.80086387313844,479.80086387313844,9.596017277462769,23,,,,
49,panda,uncommon,29,29,1,0,5.4902616666666667,3294.157,599,600,6,600,0,262353,262353,54,112.54131233966784,112.54131233966784,0.18788199055036367,51,,,,
50,melon,rare,29,29,1,0,7.0414686346863469,1908.238,267,271,28,1600,0,528416,528416,257,206.68791981649025,206.68791981649025,0.7741120592377913,37,,,,
51,casinochip,uncommon,21,29,1,0,5.2439566666666667,3146.374,600,600,23,3419.800000000000000000,5,4821492,3601369,1195,4511.383211502216,5011.383211502216,8.352305352503693,3,800.000000000000000000,,500,
52,pizza,rare,29,29,1,0,8.9896466666666667,1348.447,150,150,29,2440.000000000000000000,0,272767,272767,37,142.20320265358694,142.20320265358694,0.9480213510239129,45,,,,
53,jackolantern,rare,29,29,1,0,9.6810666666666667,1452.160,150,150,25,2280,0,484880,238034,184,225.942455639897,225.942455639897,1.5062830375993133,35,,,,
54,waffle,uncommon,29,29,1,0,5.1689656121045392,3757.838,678,727,22,388,0,9618,9618,5,1.9456039478462703,1.9456039478462703,0.002869622341956151,79,,,,
55,saturn,common,29,29,1,0,3.7562720000000000,7512.544,1996,2000,23,215,0,206629,206629,183,42.588271752443475,42.588271752443475,0.02133680949521216,55,,,,
56,marble,rare,29,29,1,0,7.5080069686411150,2154.798,278,287,26,1340.000000000000000000,0,668046,668046,157,129.97828463677826,129.97828463677826,0.46754778646323114,47,,,,
57,skull,uncommon,29,29,1,0,6.5815130168453292,4297.728,651,653,7,800,0,1414179,1052219,508,769.9121273823445,769.9121273823445,1.1826607179452295,12,,,,
58,skullpatch,rare,29,29,1,0,9.1467533333333333,1372.013,150,150,8,2300,0,792657,479760,166,424.9299828522271,424.9299828522271,2.8328665523481806,26,,,,
59,football,common,24,21,1,0,4.1847605000000000,8369.521,1997,2000,9,1000,6,10453846,8392316,3650,4635.932907439698,5635.932907439698,2.822199753349874,2,1200.000000000000000000,123.25,1000,
60,starballoon,common,29,24,1,0,3.4635148299319728,12728.417,3412,3676,3,87.2,0,169414,94381,74,10.033927084391351,10.033927084391351,0.0029407758160584266,71,,,,
61,tamagochi,epic,29,29,1,0,11.9876710526315789,911.063,76,76,16,7293.000000000000000000,0,,,,,,,87,,,,
62,target,uncommon,29,29,1,0,5.0436742627345845,3762.581,711,746,23,304.000000000000000000,0,2614,2614,4,0.5389640486749103,0.5389640486749103,0.0007580366366735729,81,,,,
64,tomato,uncommon,29,24,1,0,5.0199658792650919,3825.214,740,762,18,303.000000000000000000,0,277312,277312,68,127.82861355164907,127.82861355164907,0.17274136966439063,48,,,,
65,volleyball,common,29,29,1,0,3.1022175000000000,6204.435,2000,2000,13,203.000000000000000000,0,25194,25194,34,6.108902253576675,6.108902253576675,0.0030544511267883373,75,,,,
66,racoon,uncommon,29,29,1,0,6.3550819462227913,4963.319,735,781,21,399,0,12285,12285,10,2.61237371098157,2.61237371098157,0.0035542499469137004,76,,,,
67,peach,rare,29,29,1,0,10.1857800000000000,1018.578,100,100,15,3799.800000000000000000,0,72556,72556,18,16.361924009451183,16.361924009451183,0.16361924009451184,66,,,,
68,watermelon,uncommon,29,29,1,0,4.1687366666666667,2501.242,600,600,16,554,0,893755,717382,306,488.32884328698594,488.32884328698594,0.8138814054783099,22,,,,
69,citrus,epic,29,29,1,0,15.7255000000000000,786.275,50,50,30,8850,0,94020,94020,39,10.279863563500815,10.279863563500815,0.20559727127001629,69,,,,
70,potion,epic,29,29,1,0,14.0500600000000000,702.503,50,50,33,10000,0,285706,285706,88,108.22651702542977,108.22651702542977,2.1645303405085956,52,,,,
71,crlogo,legendary,24,29,1,0,34.8822000000000000,348.822,10,10,31,72464.800000000000000000,6,14867942,11160575,1935,7078.673402172128,10078.673402172128,1007.8673402172128,1,400.000000000000000000,466.24999999999994,3000,1000
72,yinyang,uncommon,29,29,1,0,5.4634699300699301,3906.381,687,715,4,399,0,47702,47702,42,10.103528020432288,10.103528020432288,0.014706736565403621,70,,,,
73,waffle2,legendary,29,29,1,0,17.4641111111111111,314.354,18,18,8,40000,0,152213,152213,40,36.29603306905887,36.29603306905887,2.0164462816143818,58,,,,
74,snowman,epic,29,29,1,0,12.5040800000000000,625.204,50,50,31,6500,0,770516,458898,164,445.23938499146755,445.23938499146755,8.90478769982935,25,,,,
75,crosshair,common,29,21,1,0,3.5607460000000000,7121.492,2000,2000,17,1200,1,3518269,3232976,1118,1176.0320705486574,1176.0320705486574,0.5880160352743287,9,100.000000000000000000,,,
76,xmasball2,common,24,21,1,0,3.4354467255717256,13219.599,3628,3980,11,55,0,512697,399269,323,136.63386188822165,136.63386188822165,0.0376609321632364,46,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.5041100000000000,1150.411,100,100,21,7044,0,153297,153297,37,190.14471899656857,190.14471899656857,1.9014471899656857,40,,,,
78,vase,common,29,29,1,0,2.5059340000000000,5011.868,1999,2000,28,165,0,514455,514455,236,49.757776703856536,49.757776703856536,0.024891334018937738,54,,,,
79,ufo,uncommon,29,29,1,0,5.9355266666666667,3561.316,600,600,23,1170.000000000000000000,0,1277775,1277775,190,618.7973045778473,618.7973045778473,1.0313288409630788,16,,,,
80,wheeee,rare,29,29,1,0,8.9015466666666667,1335.232,150,150,24,3900,0,313129,312616,93,185.0595758138027,185.0595758138027,1.2337305054253513,41,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5582000000000000,877.910,50,50,8,18400.000000000000000000,0,72202,73525,23,17.216966879650155,17.216966879650155,0.3443393375930031,65,,,,
83,ape,epic,29,29,1,0,16.9468800000000000,847.344,50,50,26,18000,0,92664,92664,48,8.064165635753259,8.064165635753259,0.16128331271506519,74,,,,
84,ghost,epic,29,29,1,0,22.9875200000000000,1149.376,50,50,21,49599.800000000000000000,3,6390363,5741665,1168,3418.4420400644426,3418.4420400644426,68.36884080128885,4,300.000000000000000000,,,
85,diver,rare,29,24,1,0,8.2493533333333333,1237.403,150,150,15,5650.000000000000000000,0,1992196,1992196,771,765.191315245386,765.191315245386,5.10127543496924,13,,,,
86,cobra,legendary,29,24,1,0,34.2938000000000000,342.938,10,10,14,72500,0,2080308,1705565,530,503.09058502297864,503.09058502297864,50.309058502297866,21,,,,
87,clock,common,29,29,1,0,2.4662785000000000,4932.557,2000,2000,19,201.200000000000000000,0,51562,51562,20,8.860430975780078,8.860430975780078,0.004430215487890039,73,,,,
88,ladybug,rare,29,24,1,0,9.6430400000000000,1446.456,150,150,32,5250,0,2604448,2591712,648,966.477692151365,966.477692151365,6.443184614342433,10,,,,
89,dragon,epic,29,29,1,100.000000000000000000,16.4900600000000000,824.503,50,50,8,13965.000000000000000000,0,1041063,1041063,460,534.4822350134112,534.4822350134112,10.689644700268225,18,,,,
90,virus,common,29,29,1,0,2.5516535000000000,5103.307,2000,2000,32,157.800000000000000000,0,179251,179251,115,20.676304513712417,20.676304513712417,0.010338152256856208,63,,,,
91,cougar,rare,29,29,1,0,9.6271800000000000,1444.077,150,150,30,3150.000000000000000000,0,951874,672080,364,234.321372490693,234.321372490693,1.5621424832712867,31,,,,
92,botroyale,legendary,29,29,1,0,23.5564000000000000,235.564,10,10,32,47240.000000000000000000,0,202821,202821,80,23.395064784997942,23.395064784997942,2.339506478499794,61,,,,
93,mummy,epic,29,24,1,0,15.1789800000000000,758.949,50,50,22,9523,0,392244,392244,56,123.44603865381899,123.44603865381899,2.4689207730763796,49,,,,
94,frankie,rare,29,29,1,0,7.2853333333333333,1092.800,150,150,9,3400,0,291468,229142,113,121.0164870049139,121.0164870049139,0.8067765800327593,50,,,,
95,earth,uncommon,29,24,1,0,3.0616433333333333,1836.986,600,600,20,1100,0,190455,189825,136,28.44749121660492,28.44749121660492,0.0474124853610082,59,,,,
131,bat,epic,29,29,1,0,10.6707600000000000,533.538,50,50,15,11560.000000000000000000,1,998444,679676,326,584.5206247336192,584.5206247336192,11.690412494672385,17,,,,
