id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,ZonePrize,BetPrize
57,skull,uncommon,29,29,1,0,6.5497871362940276,4277.011,651,653,32,1184.095238095200000000,0,1006888,492,413.52551592422935,413.52551592422935,0.6352158462737778,31,,,,
58,skullpatch,rare,29,29,1,0,8.9465533333333333,1341.983,150,150,23,2054.000000000000000000,0,2028714,354,312.2381462512761,312.2381462512761,2.0815876416751737,39,,,,
59,football,common,21,29,1,0,3.9308605000000000,7861.721,1997,2000,27,913.200000000000000000,2,6496374,3021,3752.3096865413004,3752.3096865413004,1.8789733032254885,5,,200.000000000000000000,,
60,starballoon,common,29,29,1,0,3.4237791044776119,12616.626,3422,3686,32,125,0,209820,143,32.65935359104358,32.65935359104358,0.009543937343963643,68,,,,
61,tamagochi,epic,29,29,1,0,11.9548289473684211,908.567,76,76,33,7713.000000000000000000,0,189925,66,159.5215842130636,159.5215842130636,2.0989682133297842,48,,,,
62,target,uncommon,29,29,1,0,5.0178915662650602,3748.365,712,747,20,361.000000000000000000,0,317632,156,203.90452516307948,203.90452516307948,0.2863827600605049,46,,,,
64,tomato,uncommon,29,29,1,0,4.9114751308900524,3752.367,742,764,23,349.99,0,109091,67,16.708931102512587,16.708931102512587,0.02251877507077168,80,,,,
65,volleyball,common,29,29,1,0,3.0349235000000000,6069.847,2000,2000,19,285,0,264719,65,239.09553909977998,239.09553909977998,0.11954776954988999,43,,,,
66,racoon,uncommon,29,29,1,0,6.3193711734693878,4954.387,738,784,3,363.000000000000000000,0,32249,47,5.975958677200904,5.975958677200904,0.008097504982657051,83,,,,
67,peach,rare,29,29,1,0,10.0566800000000000,1005.668,100,100,17,3099.800000000000000000,0,93260,49,29.470125626443412,29.470125626443412,0.2947012562644341,71,,,,
68,watermelon,uncommon,29,29,1,0,4.0776883333333333,2446.613,600,600,33,631.000000000000000000,0,869742,455,346.99257137857114,346.99257137857114,0.5783209522976186,37,,,,
69,citrus,epic,29,29,1,0,15.3676000000000000,768.380,50,50,12,9000,0,1064547,455,364.74869384812496,364.74869384812496,7.294973876962499,35,,,,
70,potion,epic,29,29,1,0,13.6137600000000000,680.688,50,50,13,11400,0,445187,194,62.17392069211958,62.17392069211958,1.2434784138423916,60,,,,
71,crlogo,legendary,29,19,1,0,28.2947000000000000,282.947,10,10,30,70780.933320000000000000,6,10918838,3024,8198.354163244781,11198.354163244781,1119.835416324478,1,3000,900.000000000000000000,1000,243.8888888888889
72,yinyang,uncommon,29,29,1,0,5.3980544692737430,3865.007,688,716,23,479.000000000000000000,0,129185,122,19.786630102190728,19.786630102190728,0.02875963677644001,78,,,,
73,waffle2,legendary,29,29,1,0,16.8363333333333333,303.054,18,18,8,40500,0,316257,144,53.67817717213126,53.67817717213126,2.982120954007292,62,,,,
74,snowman,epic,29,29,1,0,12.1472200000000000,607.361,50,50,21,8571.419047619047,0,117800,39,30.797111640329803,30.797111640329803,0.6159422328065961,69,,,,
75,crosshair,common,24,29,1,0,3.2913970000000000,6582.794,2000,2000,31,975,1,4470725,1799,2550.7168724043286,2550.7168724043286,1.2753584362021644,7,,100.000000000000000000,,
76,xmasball2,common,29,24,1,0,3.7890964630225080,11784.090,2890,3998,23,55,0,432298,440,67.2993931444688,67.2993931444688,0.023286987247221037,58,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.2821200000000000,1128.212,100,100,14,10323.000000000000000000,1,4035353,801,2383.0729014075127,2383.0729014075127,23.83072901407513,8,,,,
78,vase,common,29,29,1,0,2.4506720000000000,4901.344,1999,2000,21,140.900000000000000000,0,382821,210,246.12256333396914,246.12256333396914,0.12312284308852883,42,,,,
79,ufo,uncommon,29,24,1,0,5.7133783333333333,3428.027,600,600,23,3200.000000000000000000,0,5390561,1740,1781.646557946228,1781.646557946228,2.96941092991038,11,,100.000000000000000000,,
80,wheeee,rare,29,24,1,0,8.5042000000000000,1275.630,150,150,30,2855.000000000000000000,2,2666474,751,1569.5743090586734,1569.5743090586734,10.463828727057823,13,,,,
81,owl,epic,29,24,1,200.000000000000000000,17.3135800000000000,865.679,50,50,10,18660.000000000000000000,0,979008,172,627.873350096891,627.873350096891,12.557467001937821,24,,,,
83,ape,epic,29,24,1,0,15.8532600000000000,792.663,50,50,11,21000.000000000000000000,4,10074206,2475,5642.158924602242,6642.158924602242,132.84317849204484,2,1000,300.000000000000000000,,309
84,ghost,epic,24,19,1,0,21.1697600000000000,1058.488,50,50,32,45200.000000000000000000,1,7843806,2246,4114.289701331262,4114.289701331262,82.28579402662524,4,,1200.000000000000000000,,73.16666666666667
85,diver,rare,29,21,1,0,7.9541733333333333,1193.126,150,150,32,5650.000000000000000000,2,4599725,1252,2310.9351631525433,2310.9351631525433,15.406234421016956,9,,,,
86,cobra,legendary,29,29,1,0,32.5197000000000000,325.197,10,10,8,75400.000000000000000000,1,3003136,681,1664.109346306228,1664.109346306228,166.4109346306228,12,,,,
87,clock,common,29,29,1,0,2.3521665000000000,4704.333,2000,2000,14,190,0,306839,157,72.6465074434776,72.6465074434776,0.0363232537217388,56,,,,
88,ladybug,rare,21,29,1,0,9.5378266666666667,1430.674,150,150,30,5000,2,3715016,726,2864.3009609374953,2864.3009609374953,19.095339739583302,6,,,,
89,dragon,epic,29,29,1,100.000000000000000000,15.6209400000000000,781.047,50,50,24,11400,1,1590318,387,1060.744698714642,1060.744698714642,21.214893974292842,19,,,,
90,virus,common,29,29,1,0,2.4600755000000000,4920.151,2000,2000,13,180,0,748685,470,119.0121375671087,119.0121375671087,0.05950606878355435,50,,,,
91,cougar,rare,24,29,1,0,9.1689000000000000,1375.335,150,150,22,3858.000000000000000000,1,3262558,1349,1853.7292305493397,1853.7292305493397,12.358194870328932,10,,,,
92,botroyale,legendary,29,29,1,0,22.0912000000000000,220.912,10,10,18,47240.000000000000000000,0,1512628,708,505.64620599392146,505.64620599392146,50.56462059939214,27,,,,
93,mummy,epic,29,29,1,0,14.2359800000000000,711.799,50,50,15,11400,0,830061,280,455.75740674577605,455.75740674577605,9.115148134915522,29,,,,
94,frankie,rare,29,29,1,0,6.6321533333333333,994.823,150,150,27,2521.600000000000000000,0,323383,283,49.62233880520462,49.62233880520462,0.33081559203469746,63,,,,
95,earth,uncommon,29,29,1,0,2.5967916666666667,1558.075,600,600,29,1000,0,760543,487,489.2199667435483,489.2199667435483,0.8153666112392471,28,,,,
