id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,ZonePrize,RankPrize,bets,BetPrize
22,egg,rare,29,29,1,0,13.9594700000000000,1395.947,100,100,26,8500,1,1417977,1417904,287,671.0546510797087,671.0546510797087,6.710546510797087,14,,,,
23,coconut,rare,29,29,1,0,7.0740105263157895,2016.093,273,285,23,1550,0,293437,293437,43,42.77338026939858,42.77338026939858,0.1566790486058556,57,,,,
24,cute,uncommon,29,29,1,0,5.7034013793103448,4134.966,708,725,29,470,0,257551,128186,97,78.83649719141664,78.83649719141664,0.11135098473363932,51,,,,
25,devil,epic,29,29,1,0,14.6304512195121951,1199.697,81,82,20,11000.000000000000000000,1,2986573,2787129,759,961.4895712243621,961.4895712243621,11.870241620053852,11,,,,
26,revolver,uncommon,29,29,1,0,4.1255250000000000,2475.315,600,600,24,748,1,1299647,893843,374,543.9268788645899,543.9268788645899,0.9065447981076498,19,,,,
27,disguise,epic,29,29,1,0,12.3593918918918919,914.595,73,74,23,7880.000000000000000000,0,624045,624045,145,332.42433501555223,332.42433501555223,4.553758013911675,28,,,,
28,dog,uncommon,29,29,1,0,5.0257116666666667,3015.427,600,600,9,498.000000000000000000,0,345845,200118,135,120.41378699715135,120.41378699715135,0.20068964499525224,44,,,,
29,donut,uncommon,29,24,1,0,5.5092345844504021,4109.889,686,746,26,400,0,585399,294170,181,224.3097028799989,224.3097028799989,0.3269820741690946,31,,,,
30,baseball,epic,29,29,1,0,9.6970142857142857,678.791,69,70,13,6718.800000000000000000,0,,,,,,,84,,,,
31,bowie,rare,29,29,1,0,7.8848132911392405,2491.601,312,316,7,1500,0,243575,128876,51,46.908164940613375,46.908164940613375,0.15034668250196595,56,,,,
32,eyeball,rare,29,21,1,0,7.0244948096885813,2030.079,276,289,23,1390.000000000000000000,0,1343963,582306,252,195.9052214512884,195.9052214512884,0.7098015269974218,35,,,,
33,eyeball2,epic,29,29,1,0,10.5314266666666667,789.857,71,75,14,5690.000000000000000000,0,,,,,,,85,,,,
34,discoball,epic,29,29,1,0,14.0570188679245283,745.022,53,53,10,8000,0,452446,223100,103,23.230506151871804,23.230506151871804,0.4383114368277699,62,,,,
35,fishcake,uncommon,29,29,1,0,5.3575150273224044,3921.701,682,732,5,438.000000000000000000,0,4630,4630,13,0.7426481373410863,0.7426481373410863,0.0010889268875969008,80,,,,
36,floater,rare,29,29,1,0,8.5513466666666667,1282.702,150,150,22,2920.000000000000000000,1,3480138,1903795,213,943.6106393052844,943.6106393052844,6.2907375953685625,12,,,,
37,fox,uncommon,29,29,1,0,6.0411446862996159,4718.134,709,781,28,391,0,96400,96400,34,17.986987205408546,17.986987205408546,0.02536951650974407,65,,,,
38,fox777,legendary,29,29,1,0,31.7788571428571429,444.904,14,14,32,104100.000000000000000000,0,591508,591508,190,348.0451692534699,348.0451692534699,24.860369232390706,27,,,,
40,gamer,rare,29,29,1,0,10.3008500000000000,1030.085,99,100,21,5000,0,82908,82908,16,8.408480226816357,8.408480226816357,0.08493414370521572,75,,,,
41,xmasball,epic,29,24,1,0,10.7930000000000000,647.580,60,60,17,8005.000000000000000000,0,81564,81564,43,17.469835507730316,17.469835507730316,0.2911639251288386,66,,,,
42,derp,uncommon,29,24,1,0,7.0861785714285714,2976.195,420,420,20,1160.000000000000000000,0,101628,100618,26,19.13977121351814,19.13977121351814,0.04557088384170986,64,,,,
43,moneybag,legendary,29,29,1,0,19.1615000000000000,191.615,10,10,13,41000.138000000000000000,0,729554,377222,119,209.73764100168012,209.73764100168012,20.97376410016801,32,,,,
44,moon,uncommon,29,24,1,0,6.2068816666666667,3724.129,600,600,25,6620.000000000000000000,0,2260615,2110831,717,517.4049900236311,517.4049900236311,0.8623416500393851,22,,,100.000000000000000000,
45,bull,uncommon,29,29,1,0,6.3782940414507772,4924.043,738,772,28,472.000000000000000000,0,630563,406062,145,117.71855815029973,117.71855815029973,0.1595102413960701,45,,,,
46,opencan,uncommon,29,29,1,0,5.0054400000000000,3003.264,600,600,23,506.000000000000000000,0,69482,69482,37,10.84367609349911,10.84367609349911,0.01807279348916518,70,,,,
47,candyswirl,rare,29,24,1,0,11.6350500000000000,1163.505,100,100,8,7250.000000000000000000,0,1162452,992512,557,141.90075600708974,141.90075600708974,1.4190075600708973,41,,,,
48,royman,epic,29,29,1,0,12.5103200000000000,625.516,50,50,6,6950,0,,,,,,,86,,,,
49,panda,uncommon,29,29,1,0,5.4831800000000000,3289.908,599,600,11,625,0,224284,224284,61,102.23353387719422,102.23353387719422,0.1706736792607583,49,,,,
50,melon,rare,29,29,1,0,7.0317195571955720,1905.596,267,271,7,1500,0,923831,923831,28,404.46696416543375,404.46696416543375,1.5148575436907632,24,,,,
51,casinochip,uncommon,21,29,1,0,5.2092600000000000,3125.556,600,600,22,2500,1,6467747,6262125,1325,2653.0185578826745,2653.0185578826745,4.421697596471124,5,,,100.000000000000000000,
52,pizza,rare,29,29,1,0,8.9820400000000000,1347.306,150,150,33,2500,0,415789,398781,134,126.78637959142837,126.78637959142837,0.8452425306095225,43,,,,
53,jackolantern,rare,29,29,1,0,9.6722200000000000,1450.833,150,150,22,2160.000000000000000000,0,2466,2466,4,0.3019991393435638,0.3019991393435638,0.0020133275956237587,83,,,,
54,waffle,uncommon,29,29,1,0,5.1566973865199450,3748.919,678,727,30,398,0,97416,49651,18,19.171553983188684,19.171553983188684,0.02827662829378862,63,,,,
55,saturn,common,29,29,1,0,3.7527305000000000,7505.461,1996,2000,27,196.000000000000000000,0,116858,116858,72,13.119417620927347,13.119417620927347,0.006572854519502679,69,,,,
56,marble,rare,29,29,1,0,7.4950557491289199,2151.081,278,287,33,1260.000000000000000000,1,1671745,1040172,277,571.903763865945,571.903763865945,2.05720778369045,18,,,,
57,skull,uncommon,21,29,1,0,6.5788882082695253,4296.014,651,653,21,999,1,2627864,1774660,629,625.8002192493664,625.8002192493664,0.9612906593692264,15,,,,
58,skullpatch,rare,29,29,1,0,9.1359466666666667,1370.392,150,150,31,2600,0,262038,262020,119,48.51050008999332,48.51050008999332,0.3234033339332888,55,,,,
59,football,common,21,17,1,0,4.1589205000000000,8317.841,1997,2000,30,1200,6,10603791,9555862,3256,4072.5634747774166,5072.563474777417,2.5400918752015107,2,,1000,1000.000000000000000000,136.4
60,starballoon,common,29,29,1,0,3.4599776931447225,12718.878,3413,3677,18,77.600000000000000000,0,126850,126850,86,24.30863653396647,24.30863653396647,0.007122366403154548,61,,,,
61,tamagochi,epic,29,29,1,0,11.9845000000000000,910.822,76,76,16,7293.000000000000000000,0,51024,51024,8,9.273046452203657,9.273046452203657,0.12201376910794286,72,,,,
62,target,uncommon,29,29,1,0,5.0390241286863271,3759.112,711,746,32,388,0,30862,30862,18,8.996571821227779,8.996571821227779,0.012653406218323176,73,,,,
64,tomato,uncommon,29,29,1,0,5.0169448818897638,3822.912,740,762,23,250.000000000000000000,0,176777,176777,144,27.117148970243786,27.117148970243786,0.03664479590573485,59,,,,
65,volleyball,common,29,29,1,0,3.0917945000000000,6183.589,2000,2000,19,200.000000000000000000,1,1773005,1101118,325,538.5878636640847,538.5878636640847,0.26929393183204237,20,,,,
66,racoon,uncommon,29,29,1,0,6.3544891165172855,4962.856,735,781,15,400,0,296749,156149,66,50.880077001626624,50.880077001626624,0.06922459456003623,54,,,,
67,peach,rare,29,29,1,0,10.1817900000000000,1018.179,100,100,25,3739.800000000000000000,0,1114384,613429,235,150.17254168828273,150.17254168828273,1.5017254168828273,40,,,,
68,watermelon,uncommon,29,29,1,0,4.1585900000000000,2495.154,600,600,3,548,0,1053532,1051618,326,403.66971049574585,403.66971049574585,0.6727828508262431,25,,,,
69,citrus,epic,29,29,1,0,15.7107800000000000,785.539,50,50,3,9000,0,491097,491097,119,57.864317019257115,57.864317019257115,1.1572863403851423,53,,,,
70,potion,epic,29,29,1,0,13.9036400000000000,695.182,50,50,4,10450,0,3214,3214,2,0.6054408330679654,0.6054408330679654,0.012108816661359307,82,,,,
71,crlogo,legendary,24,29,1,0,34.6622000000000000,346.622,10,10,25,72464.800000000000000000,4,7536916,6506868,912,2717.880134300134,2717.880134300134,271.7880134300134,4,,,600.000000000000000000,
72,yinyang,uncommon,29,29,1,0,5.4588069930069930,3903.047,687,715,15,400,0,253981,156976,56,139.60326129103393,139.60326129103393,0.2032070761150421,42,,,,
73,waffle2,legendary,29,29,1,0,17.4554444444444444,314.198,18,18,9,45000,0,370629,370629,89,168.94310391728692,168.94310391728692,9.385727995404828,39,,,,
74,snowman,epic,29,29,1,0,12.4725400000000000,623.627,50,50,19,6877,0,380758,380758,114,180.13756148834517,180.13756148834517,3.6027512297669033,37,,,,
75,crosshair,common,29,29,1,0,3.5439545000000000,7087.909,2000,2000,23,970,1,4253640,4102708,962,1847.7083599414525,1847.7083599414525,0.9238541799707263,7,,,,
76,xmasball2,common,29,21,1,0,3.4682312798725438,13061.359,3546,3980,16,55,0,237367,237162,179,110.39254753449798,110.39254753449798,0.031131570088690913,47,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.4937500000000000,1149.375,100,100,32,7044,1,1117258,940552,89,1015.1689237997188,1015.1689237997188,10.151689237997187,10,,,,
78,vase,common,29,29,1,0,2.5028345000000000,5005.669,1999,2000,20,171.600000000000000000,0,863677,863677,309,287.31550558490545,287.31550558490545,0.14372961760125336,29,,,,
79,ufo,uncommon,29,29,1,0,5.9094850000000000,3545.691,600,600,23,1200,0,1519983,1519983,221,576.8168245028489,576.8168245028489,0.9613613741714149,17,,,,
80,wheeee,rare,29,29,1,0,8.8937800000000000,1334.067,150,150,19,4000,0,250213,249214,84,111.32822740917345,111.32822740917345,0.742188182727823,46,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5544600000000000,877.723,50,50,32,18400.000000000000000000,0,7133,7133,2,2.278287279319273,2.278287279319273,0.045565745586385466,78,,,,
83,ape,epic,29,29,1,0,16.9384600000000000,846.923,50,50,3,19500,0,74863,74863,19,8.82085690813148,8.82085690813148,0.1764171381626296,74,,,,
84,ghost,epic,29,21,1,0,22.9080000000000000,1145.400,50,50,15,48000,2,7993503,6896881,1320,4062.442592583665,4562.442592583665,91.2488518516733,3,,500,900.000000000000000000,94
85,diver,rare,29,24,1,0,8.2235466666666667,1233.532,150,150,30,5650.000000000000000000,0,5107448,4950716,1104,2314.2131026528386,2314.2131026528386,15.428087351018924,6,,,200.000000000000000000,
86,cobra,legendary,29,24,1,0,34.2368000000000000,342.368,10,10,14,72500,1,1586774,1585478,459,1210.5846456107356,1210.5846456107356,121.05846456107356,9,,,,
87,clock,common,29,29,1,0,2.4641150000000000,4928.230,2000,2000,12,248.000000000000000000,0,206828,206828,55,108.49740426938607,108.49740426938607,0.05424870213469303,48,,,,
88,ladybug,rare,29,29,1,0,9.6258600000000000,1443.879,150,150,32,3840,0,,,,,,,87,,,,
89,dragon,epic,29,29,1,100.000000000000000000,16.4711200000000000,823.556,50,50,31,13965.000000000000000000,0,1334484,1334366,379,584.0960573509191,584.0960573509191,11.68192114701838,16,,,,
90,virus,common,29,21,1,0,2.5508425000000000,5101.685,2000,2000,16,150.000000000000000000,0,440284,258409,148,192.09270009425228,192.09270009425228,0.09604635004712614,36,,,,
91,cougar,rare,29,29,1,0,9.5910733333333333,1438.661,150,150,9,3350.000000000000000000,0,416946,409176,132,64.88624580124836,64.88624580124836,0.43257497200832246,52,,,,
92,botroyale,legendary,29,29,1,0,23.5273000000000000,235.273,10,10,24,47240.000000000000000000,0,296220,296216,70,179.84431083825427,179.84431083825427,17.984431083825427,38,,,,
93,mummy,epic,29,29,1,0,15.1580000000000000,757.900,50,50,8,9523,0,117749,117749,18,9.908778819827406,9.908778819827406,0.19817557639654812,71,,,,
94,frankie,rare,29,29,1,0,7.2180133333333333,1082.702,150,150,14,2900,0,131533,131533,108,25.545264184516927,25.545264184516927,0.17030176123011284,60,,,,
95,earth,uncommon,29,29,1,0,3.0492416666666667,1829.545,600,600,10,1100,0,545743,545743,263,28.020771802250376,28.020771802250376,0.04670128633708396,58,,,,
131,bat,epic,29,29,1,0,10.5591000000000000,527.955,50,50,6,11560.000000000000000000,0,1469906,1436411,495,363.5138674738385,363.5138674738385,7.27027734947677,26,,,,
