id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
37,fox,uncommon,29,29,1,0,6.0479037227214377,4711.317,707,779,31,394,0,65934,65934,27,13.84469972712979,13.84469972712979,0.019582319274582448,63,,,,
38,fox777,legendary,29,29,1,0,31.8632857142857143,446.086,14,14,32,104100.000000000000000000,0,197202,197202,45,20.369963327966968,20.369963327966968,1.454997380569069,58,,,,
40,gamer,rare,29,29,1,0,10.3680400000000000,1036.804,99,100,20,4700,1,2088937,1628528,420,784.9132827486388,784.9132827486388,7.928416997460999,14,,,,
41,xmasball,epic,29,29,1,0,10.8075833333333333,648.455,60,60,19,8005.000000000000000000,0,103973,103973,33,10.399123736149676,10.399123736149676,0.17331872893582792,68,,,,
42,derp,uncommon,29,29,1,0,7.0962547619047619,2980.427,420,420,24,1360.000000000000000000,0,258943,258943,41,100.0230348360161,100.0230348360161,0.23815008294289547,43,,,,
43,moneybag,legendary,29,29,1,0,19.2001000000000000,192.001,10,10,30,41000.138000000000000000,0,148234,76567,38,20.165772407647673,20.165772407647673,2.016577240764767,60,,,,
44,moon,uncommon,29,24,1,0,6.2186516666666667,3731.191,600,600,30,4500,0,671996,671996,240,218.5054267350305,218.5054267350305,0.3641757112250508,29,,0.000000000000000000,,
45,bull,uncommon,29,29,1,0,6.3816347150259067,4926.622,738,772,10,504.000000000000000000,0,233327,233327,69,27.37321200271927,27.37321200271927,0.03709107317441636,53,,,,
46,opencan,uncommon,29,29,1,0,5.0135333333333333,3008.120,600,600,26,499.000000000000000000,0,2816,2816,2,0.3467091171667971,0.3467091171667971,0.0005778485286113285,83,,,,
47,candyswirl,rare,29,24,1,0,11.6883200000000000,1168.832,100,100,12,7100.000000000000000000,0,1216132,994347,409,273.2566884366541,273.2566884366541,2.7325668843665407,25,,,,
48,royman,epic,29,29,1,0,12.5499400000000000,627.497,50,50,24,7000,1,1969740,926500,309,497.19148446225194,497.19148446225194,9.943829689245039,20,,,,
49,panda,uncommon,29,29,1,0,5.5021583333333333,3301.295,599,600,20,512.000000000000000000,0,713670,700199,168,186.93105580367887,186.93105580367887,0.312071879471918,34,,,,
50,melon,rare,29,29,1,0,7.0433111111111111,1901.694,266,270,30,1600,0,670699,670699,132,167.4941808701879,167.4941808701879,0.6296773716924358,37,,,,
51,casinochip,uncommon,29,29,1,0,5.3568800000000000,3214.128,600,600,16,2700,4,5395083,4353177,1208,3555.1090050907546,4055.1090050907546,6.758515008484591,3,500,400.000000000000000000,,
52,pizza,rare,29,29,1,0,8.9093800000000000,1336.407,150,150,33,2250,1,2225430,1317684,290,1231.2711493657334,1231.2711493657334,8.20847432910489,11,,,,
53,jackolantern,rare,29,29,1,0,9.7030733333333333,1455.461,150,150,33,2050,0,2105,2105,2,0.30610276715054646,0.30610276715054646,0.0020406851143369765,84,,,,
54,waffle,uncommon,29,29,1,0,5.1741196698762036,3761.585,678,727,33,400.598000000000000000,0,22839,11234,9,3.3211786693355485,3.3211786693355485,0.004898493612589304,76,,,,
55,saturn,common,29,29,1,0,3.7600565000000000,7520.113,1996,2000,21,210,0,132593,132593,86,21.445835355565457,21.445835355565457,0.010744406490764257,54,,,,
56,marble,rare,29,29,1,0,7.5320383275261324,2161.695,278,287,21,1500,0,615338,362331,152,247.57804932156114,247.57804932156114,0.8905685227394285,26,,,,
57,skull,uncommon,29,29,1,0,6.5793542944785276,4289.739,650,652,17,822,0,587261,587261,180,128.56221181448424,128.56221181448424,0.1977880181761296,40,,,,
58,skullpatch,rare,29,24,1,0,9.1567466666666667,1373.512,150,150,25,2200,0,205527,112741,60,106.57505280965432,106.57505280965432,0.7105003520643621,42,,,,
59,football,common,24,21,1,0,4.2241215000000000,8448.243,1997,2000,7,1050,6,11467969,9816753,2667,6019.967522014697,9019.967522014696,4.5167588993563825,1,3000,800.000000000000000000,235.62500000000003,1000
60,starballoon,common,29,29,1,0,3.4718963265306122,12759.219,3412,3676,14,90.398000000000000000,0,119911,119911,88,20.884099512110193,20.884099512110193,0.006120779458414476,56,,,,
61,tamagochi,epic,29,29,1,0,12.1186447368421053,921.017,76,76,11,6612.379047619047600000,0,84721,84721,9,12.766588195346676,12.766588195346676,0.16798142362298257,64,,,,
62,target,uncommon,29,24,1,0,5.0469008042895442,3764.988,711,746,7,357.600000000000000000,0,513312,243507,75,89.65366072005129,89.65366072005129,0.12609516275675287,45,,,,
64,tomato,uncommon,29,29,1,0,5.0386189224704336,3834.389,739,761,33,376,0,20574,20574,18,2.99180918354173,2.99180918354173,0.004048456270015873,77,,,,
65,volleyball,common,29,29,1,0,3.1100980000000000,6220.196,2000,2000,4,225,0,351625,350444,152,36.010941794178514,36.010941794178514,0.018005470897089256,50,,,,
66,racoon,uncommon,29,29,1,0,6.3601861360718870,4954.585,733,779,17,399,0,194618,101628,64,20.55493714116955,20.55493714116955,0.028042206195319986,57,,,,
67,peach,rare,29,29,1,0,10.2078100000000000,1020.781,100,100,15,4475,0,494795,492318,148,107.16848092511542,107.16848092511542,1.0716848092511542,41,,,,
68,watermelon,uncommon,29,29,1,0,4.2200350000000000,2532.021,600,600,12,515.000000000000000000,0,872918,688578,336,214.78393566665838,214.78393566665838,0.3579732261110973,30,,,,
69,citrus,epic,29,29,1,0,15.7557200000000000,787.786,50,50,23,7500,0,578470,578470,116,80.75657263188009,80.75657263188009,1.6151314526376017,46,,,,
70,potion,epic,29,29,1,0,14.0659400000000000,703.297,50,50,9,9000,0,46263,46263,20,8.634406483266885,8.634406483266885,0.1726881296653377,71,,,,
71,crlogo,legendary,29,29,1,0,35.3646000000000000,353.646,10,10,7,72464.800000000000000000,1,6036801,5662754,782,2274.786062124491,2274.786062124491,227.47860621244908,6,,400.000000000000000000,,
72,yinyang,uncommon,29,24,1,0,5.4786657342657343,3917.246,687,715,6,408.600000000000000000,0,58832,31459,23,7.559395344414688,7.559395344414688,0.011003486673092705,73,,,,
73,waffle2,legendary,29,29,1,0,17.7502777777777778,319.505,18,18,8,40000,0,561167,561167,105,298.9986945514082,298.9986945514082,16.611038586189345,23,,,,
74,snowman,epic,29,29,1,0,12.5321800000000000,626.609,50,50,18,6955.400000000000000000,0,227047,227047,38,35.88167994281494,35.88167994281494,0.7176335988562988,51,,,,
75,crosshair,common,29,19,1,0,3.5885275000000000,7177.055,2000,2000,7,1000,2,4262448,3742292,1001,1896.7666360372277,1896.7666360372277,0.9483833180186139,8,,,,
76,xmasball2,common,29,29,1,0,3.3817947236180905,13459.543,3760,3980,13,55,0,816325,466675,325,325.13947640736615,325.13947640736615,0.08647326500195908,22,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.5065100000000000,1150.651,100,100,15,4016.800000000000000000,0,8810,8837,3,1.408482396952853,1.408482396952853,0.01408482396952853,80,,,,
78,vase,common,29,29,1,0,2.5101025000000000,5020.205,1999,2000,18,170.000000000000000000,0,443097,443097,241,233.14056426445262,233.14056426445262,0.11662859643044153,28,,,,
79,ufo,uncommon,29,29,1,0,5.9536883333333333,3572.213,600,600,23,1900,0,2996882,2588734,382,849.9828535507867,849.9828535507867,1.416638089251311,13,,,,
80,wheeee,rare,29,29,1,0,9.0102800000000000,1351.542,150,150,23,4211.400000000000000000,0,1189261,1112063,211,131.4632978806519,131.4632978806519,0.8764219858710127,39,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5688600000000000,878.443,50,50,13,16800.000000000000000000,0,123716,123716,42,19.787509742267744,19.787509742267744,0.3957501948453549,61,,,,
83,ape,epic,29,29,1,0,16.9760000000000000,848.800,50,50,21,9000,0,2180,2180,2,0.35259720403892136,0.35259720403892136,0.0070519440807784274,82,,,,
84,ghost,epic,29,24,1,0,23.2686400000000000,1163.432,50,50,23,50000,2,8242817,6562989,1360,2640.596743351157,2640.596743351157,52.81193486702314,5,,100.000000000000000000,463.99999999999994,
85,diver,rare,29,21,1,0,8.2928333333333333,1243.925,150,150,31,6300.000000000000000000,0,2741885,2741626,632,1570.5329970680602,1570.5329970680602,10.470219980453734,10,,,,
86,cobra,legendary,29,24,1,0,34.3926000000000000,343.926,10,10,5,72500,0,1770213,1770213,444,659.0284323134696,659.0284323134696,65.90284323134696,15,,,,
87,clock,common,29,24,1,0,2.4697490000000000,4939.498,2000,2000,14,200.200000000000000000,1,2685402,1320481,309,1176.4564961185542,1176.4564961185542,0.5882282480592771,12,,,,
88,ladybug,rare,29,21,1,0,9.9361600000000000,1490.424,150,150,21,8500,2,4931989,4368742,1100,2135.8456915053894,2135.8456915053894,14.238971276702596,7,,400.000000000000000000,,
89,dragon,epic,29,29,1,100.000000000000000000,16.5252400000000000,826.262,50,50,26,10900,0,928474,928474,233,234.11657991743,234.11657991743,4.6823315983486,27,,,,
90,virus,common,29,29,1,0,2.5543680000000000,5108.736,2000,2000,30,145,0,148333,148333,74,20.179240380368892,20.179240380368892,0.010089620190184447,59,,,,
91,cougar,rare,29,29,1,0,9.1713933333333333,1375.709,150,150,25,2800,0,205909,205909,75,37.81145691814758,37.81145691814758,0.25207637945431716,49,,,,
92,botroyale,legendary,29,29,1,0,23.6384000000000000,236.384,10,10,20,47240.000000000000000000,0,214403,214403,51,32.47903663519793,32.47903663519793,3.247903663519793,52,,,,
93,mummy,epic,29,29,1,0,15.1888800000000000,759.444,50,50,32,9000,0,1120772,675571,127,281.12224836074597,281.12224836074597,5.6224449672149195,24,,,,
94,frankie,rare,24,24,1,0,7.4625533333333333,1119.383,150,150,19,2542.000000000000000000,5,6997492,5919206,1766,2815.3937743302313,2815.3937743302313,18.76929182886821,4,,,,
95,earth,uncommon,29,24,1,0,3.0798950000000000,1847.937,600,600,28,780,0,82180,81377,50,20.979755792667433,20.979755792667433,0.03496625965444572,55,,,,
131,bat,epic,29,29,1,0,11.1474200000000000,557.371,50,50,27,11380.000000000000000000,0,382281,382281,155,57.2322463997352,57.2322463997352,1.144644927994704,47,,100.000000000000000000,,
