id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
44,moon,uncommon,29,24,1,0,6.2064250000000000,3723.855,600,600,28,6620.000000000000000000,0,2588876,2318756,698,870.6560924042125,870.6560924042125,1.451093487340354,15,300.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.3781515544041451,4923.933,738,772,7,472.000000000000000000,0,538809,337388,122,123.76138744190825,123.76138744190825,0.16769835696735536,41,,,,
46,opencan,uncommon,24,29,1,0,5.0053400000000000,3003.204,600,600,12,512.000000000000000000,1,3300853,1486806,421,550.245398583978,550.245398583978,0.9170756643066301,19,,,,
47,candyswirl,rare,29,29,1,0,11.6328500000000000,1163.285,100,100,7,6850.000000000000000000,0,923056,923056,504,486.9455206813272,486.9455206813272,4.869455206813272,22,,,,
48,royman,epic,29,29,1,0,12.5103200000000000,625.516,50,50,6,6950,0,,,,,,,86,,,,
49,panda,uncommon,29,29,1,0,5.4830500000000000,3289.830,599,600,11,625,0,224844,224844,141,112.67730441445983,112.67730441445983,0.18810902239475763,43,,,,
50,melon,rare,29,29,1,0,7.0316863468634686,1905.587,267,271,7,1500,0,364959,364959,82,58.20633910322154,58.20633910322154,0.21800127004951886,52,,,,
51,casinochip,uncommon,24,29,1,0,5.1953733333333333,3117.224,600,600,10,1760.000000000000000000,2,6498795,5554574,1116,2628.130280916824,2628.130280916824,4.380217134861374,4,,,,
52,pizza,rare,29,29,1,0,8.9818933333333333,1347.284,150,150,30,2500.000000000000000000,0,161206,161206,47,90.04598932762259,90.04598932762259,0.600306595517484,48,,,,
53,jackolantern,rare,29,29,1,0,9.6721933333333333,1450.829,150,150,22,2260.000000000000000000,0,352,352,1,0.04835816425638373,0.04835816425638373,0.00032238776170922487,84,,,,
54,waffle,uncommon,29,29,1,0,5.1561870701513067,3748.548,678,727,30,398,0,9483,9483,6,0.658480012766154,0.658480012766154,0.0009712094583571593,80,,,,
55,saturn,common,29,29,1,0,3.7526450000000000,7505.290,1996,2000,4,208.000000000000000000,0,601479,337978,219,144.53304048003275,144.53304048003275,0.07241134292586811,37,,,,
56,marble,rare,29,29,1,0,7.4920174216027875,2150.209,278,287,24,1260.000000000000000000,0,612704,611982,139,232.39532437214794,232.39532437214794,0.8359544042163595,32,,,,
57,skull,uncommon,29,29,1,0,6.5783996937212864,4295.695,651,653,3,999,0,876848,875945,327,251.87340752345574,251.87340752345574,0.3869023157042331,30,,,,
58,skullpatch,rare,29,29,1,0,9.1353666666666667,1370.305,150,150,31,2600,0,219964,219964,92,43.71743649242396,43.71743649242396,0.2914495766161597,54,,,,
59,football,common,19,17,1,0,4.1557440000000000,8311.488,1997,2000,26,1040.000000000000000000,6,12855907,11368449,3897,5744.444296515345,8744.444296515345,4.37879033375831,1,300.000000000000000000,1000,3000,521.6666666666666
60,starballoon,common,29,29,1,0,3.4596463547334059,12717.660,3413,3677,13,94,0,123966,123966,88,24.847950112716898,24.847950112716898,0.007280383859571315,62,,,,
61,tamagochi,epic,29,29,1,0,11.9844473684210526,910.818,76,76,16,7293.000000000000000000,0,111950,111950,28,13.311688003569598,13.311688003569598,0.1751537895206526,66,,,,
62,target,uncommon,29,29,1,0,5.0387935656836461,3758.940,711,746,24,367,0,54494,54494,28,9.825590831293475,9.825590831293475,0.013819396387191948,72,,,,
64,tomato,uncommon,29,29,1,0,5.0154724409448819,3821.790,740,762,9,250.000000000000000000,0,168808,167512,122,33.56728384613517,33.56728384613517,0.04536119438666915,59,,,,
65,volleyball,common,29,29,1,0,3.0885450000000000,6177.090,2000,2000,31,200,0,385101,385101,79,76.64255418062957,76.64255418062957,0.038321277090314784,49,,,,
66,racoon,uncommon,29,29,1,0,6.3542253521126761,4962.650,735,781,14,400,0,237192,122735,62,35.819438800225626,35.819438800225626,0.04873393034044303,57,,,,
67,peach,rare,29,29,1,0,10.1795700000000000,1017.957,100,100,32,3739.800000000000000000,0,140708,140708,45,14.033856866979693,14.033856866979693,0.14033856866979694,65,,,,
68,watermelon,uncommon,29,29,1,0,4.1516233333333333,2490.974,600,600,19,548,0,804791,804791,289,66.76652351035594,66.76652351035594,0.11127753918392656,51,,,,
69,citrus,epic,29,21,1,0,15.7085800000000000,785.429,50,50,6,9000,0,977036,509318,147,260.5477968128412,260.5477968128412,5.210955936256824,29,,,,
70,potion,epic,29,29,1,0,13.9036200000000000,695.181,50,50,20,10450,0,,,,,,,87,,,,
71,crlogo,legendary,29,29,1,0,34.6424000000000000,346.424,10,10,9,72464.800000000000000000,3,6319731,5372583,797,3610.217495736524,4610.217495736524,461.0217495736524,2,1400.000000000000000000,,1000,66.14285714285715
72,yinyang,uncommon,29,29,1,0,5.4581916083916084,3902.607,687,715,11,400,0,92925,92925,48,11.588600688265911,11.588600688265911,0.01686841439340016,70,,,,
73,waffle2,legendary,29,29,1,0,17.4543333333333333,314.178,18,18,9,45000,0,540513,454319,84,218.49231747604824,218.49231747604824,12.13846208200268,33,,,,
74,snowman,epic,29,29,1,0,12.4585400000000000,622.927,50,50,19,6877,0,1254576,900655,188,142.86757931221103,142.86757931221103,2.8573515862442207,39,,,,
75,crosshair,common,29,29,1,0,3.5370415000000000,7074.083,2000,2000,10,970,0,2518510,2518510,803,1071.6789008141805,1071.6789008141805,0.5358394504070902,12,,,,
76,xmasball2,common,29,21,1,0,3.4686527630180659,13056.009,3544,3980,16,55,0,470798,289188,207,122.55208471403134,122.55208471403134,0.0345801593436883,42,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.4931400000000000,1149.314,100,100,31,7044,0,3459435,3094330,302,1300.6399957941292,1300.6399957941292,13.00639995794129,9,,,,
78,vase,common,29,29,1,0,2.5025265000000000,5005.053,1999,2000,12,173.400000000000000000,0,577123,577123,277,164.03874714499648,164.03874714499648,0.08206040377438543,36,,,,
79,ufo,uncommon,29,29,1,0,5.9093200000000000,3545.592,600,600,23,1000,0,1864408,1340989,182,526.9293327629708,526.9293327629708,0.8782155546049514,20,,,,
80,wheeee,rare,29,24,1,0,8.8932666666666667,1333.990,150,150,19,4220,3,6297724,4722914,964,1965.6754145562168,1965.6754145562168,13.104502763708112,6,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5544400000000000,877.722,50,50,32,18400.000000000000000000,2,7218251,3751020,632,1668.8365409592511,1668.8365409592511,33.37673081918502,7,,,,
83,ape,epic,29,29,1,0,16.9383200000000000,846.916,50,50,3,19500,0,473467,318147,125,144.39609123924427,144.39609123924427,2.8879218247848852,38,,,,
84,ghost,epic,29,21,1,0,22.9021000000000000,1145.105,50,50,19,48000,1,6799451,5620991,1464,2233.348440809751,2233.348440809751,44.66696881619502,5,800.000000000000000000,,,144.875
85,diver,rare,29,21,1,0,8.2164533333333333,1232.468,150,150,10,5650.000000000000000000,3,6064785,5672937,1241,2947.507259240475,3447.507259240475,22.983381728269833,3,100.000000000000000000,,500,
86,cobra,legendary,29,29,1,0,34.2302000000000000,342.302,10,10,30,72500,0,2722251,2504894,545,491.9727502897961,491.9727502897961,49.19727502897961,21,,,,
87,clock,common,29,29,1,0,2.4627440000000000,4925.488,2000,2000,28,244.000000000000000000,0,264709,172112,92,40.09528536610458,40.09528536610458,0.02004764268305229,55,,,,
88,ladybug,rare,29,29,1,0,9.6258600000000000,1443.879,150,150,32,3880,0,216498,216498,29,187.16365744410314,187.16365744410314,1.247757716294021,35,,,,
89,dragon,epic,29,21,1,100.000000000000000000,16.4689000000000000,823.445,50,50,5,13965.000000000000000000,1,1539233,1228216,432,605.4809758885222,605.4809758885222,12.109619517770444,18,,,,
90,virus,common,29,29,1,0,2.5507625000000000,5101.525,2000,2000,13,170,0,186441,186441,109,37.37054246297412,37.37054246297412,0.018685271231487062,56,,,,
91,cougar,rare,29,29,1,0,9.5902466666666667,1438.537,150,150,5,2880.000000000000000000,0,87262,72072,21,9.710850902012398,9.710850902012398,0.06473900601341599,73,,,,
92,botroyale,legendary,29,29,1,0,23.5254000000000000,235.254,10,10,24,47240.000000000000000000,0,165719,165719,62,29.880116838021127,29.880116838021127,2.988011683802113,61,,,,
93,mummy,epic,29,29,1,0,15.1576400000000000,757.882,50,50,8,9523,0,177382,177382,27,34.83582331317764,34.83582331317764,0.6967164662635529,58,,,,
94,frankie,rare,29,29,1,0,7.1626266666666667,1074.394,150,150,5,2950,0,1092992,622433,121,273.21197473571965,273.21197473571965,1.8214131649047978,27,,,,
95,earth,uncommon,29,29,1,0,3.0488983333333333,1829.339,600,600,10,1100,0,622803,474113,316,209.10118796689704,209.10118796689704,0.3485019799448284,34,,,,
131,bat,epic,29,29,1,0,10.4709400000000000,523.547,50,50,6,11560.000000000000000000,2,2918861,2670748,757,1128.7166970136902,1128.7166970136902,22.574333940273803,11,,,,
