id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,ZonePrize,bets,BetPrize
31,bowie,rare,29,29,1,0,7.8782990654205607,2528.934,317,321,15,1550,0,428340,213,195.72274177882184,195.72274177882184,0.6174218983559049,39,,,,
32,eyeball,rare,29,29,1,0,6.9919930795847751,2020.686,276,289,25,1500,0,2835,7,0.5476166063391643,0.5476166063391643,0.0019841181389100154,86,,,,
33,eyeball2,epic,29,29,1,0,10.3523333333333333,776.425,71,75,11,6360.000000000000000000,0,30717,29,4.507265859262434,4.507265859262434,0.06348261773609062,79,,,,
34,discoball,epic,29,29,1,0,13.9974716981132075,741.866,53,53,20,8740.000000000000000000,0,307403,90,56.929878105161734,56.929878105161734,1.0741486434936176,49,,,,
35,fishcake,uncommon,29,29,1,0,5.3372802721088435,3922.901,685,735,33,395.798000000000000000,0,8323,16,1.053268300435904,1.053268300435904,0.0015376179568407358,83,,,,
36,floater,rare,29,29,1,0,8.4947133333333333,1274.207,150,150,32,3300,0,53027,21,6.651167385278085,6.651167385278085,0.0443411159018539,76,,,,
37,fox,uncommon,29,29,1,0,5.9834037974683544,4726.889,718,790,9,394,0,157365,198,25.476842912529396,25.476842912529396,0.035483068123299995,61,,,,
38,fox777,legendary,29,29,1,0,31.3009285714285714,438.213,14,14,23,65000,0,3174199,737,1120.9399594836175,1120.9399594836175,80.06713996311554,15,,,,
40,gamer,rare,29,29,1,0,10.2185700000000000,1021.857,99,100,13,5219.800000000000000000,0,2678705,878,522.674436941947,522.674436941947,5.279539767090373,23,,,,
41,xmasball,epic,29,29,1,0,10.7635500000000000,645.813,60,60,33,8005.000000000000000000,0,124845,38,15.508164767635215,15.508164767635215,0.2584694127939203,72,,,,
42,derp,uncommon,29,29,1,0,7.0568857142857143,2963.892,420,420,20,1760.000000000000000000,0,274770,153,50.88636938141557,50.88636938141557,0.12115802233670374,54,,,,
43,moneybag,legendary,29,29,1,0,18.7687000000000000,187.687,10,10,17,41000.138000000000000000,0,586019,205,284.11689448560537,284.11689448560537,28.411689448560537,31,,,,
44,moon,uncommon,24,29,1,0,5.9725600000000000,3583.536,600,600,11,8000,5,10452495,2256,5747.590623968519,8747.59062396852,14.579317706614198,1,3000,1000,100.000000000000000000,1980
45,bull,uncommon,29,29,1,0,6.3612988357050453,4917.284,739,773,11,750,0,617356,151,251.3291362442277,251.3291362442277,0.34009355378109296,35,,,,
46,opencan,uncommon,29,29,1,0,4.9524983333333333,2971.499,600,600,14,556.000000000000000000,0,1217224,206,247.57268033654321,247.57268033654321,0.4126211338942387,36,,,,
47,candyswirl,rare,29,29,1,0,11.0912400000000000,1109.124,100,100,5,5950.000000000000000000,1,2223856,1053,1126.2677190561299,1126.2677190561299,11.262677190561298,14,,,,
48,royman,epic,29,29,1,0,12.2735000000000000,613.675,50,50,24,6980,0,422374,146,51.64877628148961,51.64877628148961,1.0329755256297921,53,,,,
49,panda,uncommon,29,29,1,0,5.4252200000000000,3255.132,599,600,21,900,0,489201,280,87.25534481614233,87.25534481614233,0.1456683552857134,46,,,,
50,melon,rare,29,29,1,0,6.9805735294117647,1898.716,268,272,26,2000,0,264953,39,42.89496368444953,42.89496368444953,0.1600558346434684,56,,,,
51,casinochip,uncommon,29,29,1,0,5.0213933333333333,3012.836,600,600,26,1313.714285714285680000,0,338689,175,56.50470190187977,56.50470190187977,0.09417450316979961,50,,,,
52,pizza,rare,29,29,1,0,8.9034333333333333,1335.515,150,150,19,5500,0,857856,249,267.1059645108277,267.1059645108277,1.7807064300721844,32,,,,
53,jackolantern,rare,29,29,1,0,9.6244800000000000,1443.672,150,150,4,2298.000000000000000000,0,236440,117,24.64619570777421,24.64619570777421,0.1643079713851614,63,,,,
54,waffle,uncommon,29,29,1,0,5.1385267489711934,3745.986,680,729,15,316.798000000000000000,0,13677,6,2.480276801926207,2.480276801926207,0.0036474658851855988,82,,,,
55,saturn,common,29,29,1,0,3.7198565000000000,7439.713,1996,2000,4,204.000000000000000000,0,236832,191,23.555627270608326,23.555627270608326,0.011801416468240645,65,,,,
56,marble,rare,29,29,1,0,7.3851076388888889,2126.911,279,288,30,1700,0,197651,141,19.237292662211075,19.237292662211075,0.06895086975702894,69,,,,
57,skull,uncommon,29,29,1,0,6.5574670750382848,4282.026,651,653,26,1175.862626200000000000,0,460363,235,173.2487715562491,173.2487715562491,0.2661271452476945,40,,,,
58,skullpatch,rare,29,29,1,0,8.9817800000000000,1347.267,150,150,24,2600.000000000000000000,0,546046,172,149.8987438531844,149.8987438531844,0.9993249590212294,43,,,,
59,football,common,19,21,1,0,4.0066450000000000,8013.290,1997,2000,32,1160.000000000000000000,2,6582711,2472,2449.8693674386514,2449.8693674386514,1.226774845988308,9,,,200.000000000000000000,
60,starballoon,common,29,29,1,0,3.4425596629518891,12665.177,3416,3680,5,120,0,480707,276,86.70051779200628,86.70051779200628,0.0253807136393461,47,,,,
61,tamagochi,epic,29,29,1,0,11.9715263157894737,909.836,76,76,24,7713.000000000000000000,0,79507,12,6.933717170704208,6.933717170704208,0.09123312066716063,75,,,,
62,target,uncommon,29,29,1,0,5.0294859437751004,3757.026,712,747,10,415.000000000000000000,0,210403,86,26.038928934820632,26.038928934820632,0.03657152940283796,60,,,,
64,tomato,uncommon,29,29,1,0,4.9451782437745740,3773.171,741,763,32,372.561904761904760000,0,135452,64,16.988927934683886,16.988927934683886,0.02292702825193507,71,,,,
65,volleyball,common,29,24,1,0,3.0508695000000000,6101.739,2000,2000,26,251.000000000000000000,0,228541,56,38.128315585559335,38.128315585559335,0.019064157792779667,57,,,,
66,racoon,uncommon,29,29,1,0,6.3451494252873563,4968.252,737,783,10,450,0,31821,43,3.654045532158742,3.654045532158742,0.004957999365208605,81,,,,
67,peach,rare,29,29,1,0,10.0805600000000000,1008.056,100,100,11,2953,0,29409,22,4.315336186966465,4.315336186966465,0.04315336186966465,80,,,,
68,watermelon,uncommon,29,29,1,0,4.1288133333333333,2477.288,600,600,12,704.800000000000000000,0,238254,94,37.36203595557538,37.36203595557538,0.062270059925958965,58,,,,
69,citrus,epic,29,29,1,0,15.4787200000000000,773.936,50,50,21,7900,0,365047,137,315.3706614857201,315.3706614857201,6.3074132297144025,30,,,,
70,potion,epic,29,29,1,0,13.7128400000000000,685.642,50,50,30,11680.000000000000000000,2,2773404,551,1158.0822010566944,1158.0822010566944,23.16164402113389,13,,,,
71,crlogo,legendary,29,29,1,0,30.1788000000000000,301.788,10,10,6,70780.933320000000000000,2,9473550,1966,2898.957365356391,2898.957365356391,289.8957365356391,6,,,700.000000000000000000,211.1428571428571
72,yinyang,uncommon,29,29,1,0,5.4207244755244755,3875.818,687,715,6,382.000000000000000000,0,75371,60,11.105132735141769,11.105132735141769,0.016164676470366474,74,,,,
73,waffle2,legendary,29,29,1,0,17.2758333333333333,310.965,18,18,10,41500,0,930724,286,260.4174754824184,260.4174754824184,14.467637526801022,33,,,,
74,snowman,epic,29,29,1,0,12.2122000000000000,610.610,50,50,12,8639.600000000000000000,0,374702,92,152.39791642661578,152.39791642661578,3.0479583285323155,42,,,,
75,crosshair,common,24,24,1,0,3.3690825000000000,6738.165,2000,2000,32,980,1,3041520,1557,2072.5872407584993,2072.5872407584993,1.0362936203792497,10,,,100.000000000000000000,
76,xmasball2,common,29,21,1,0,3.6785921450151057,12176.140,3090,3987,33,55,0,414249,403,143.62713602860612,143.62713602860612,0.04648127379566541,44,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.3930000000000000,1139.300,100,100,28,10323.000000000000000000,1,2936438,704,2497.6271967426433,2497.6271967426433,24.97627196742643,7,,,,
78,vase,common,29,29,1,0,2.4733875000000000,4946.775,1999,2000,5,168.998000000000000000,0,135230,55,24.462874953718813,24.462874953718813,0.0122375562549869,64,,,,
79,ufo,uncommon,29,24,1,0,5.7906383333333333,3474.383,600,600,3,3350,2,6903544,1791,3399.759382825276,3399.759382825276,5.666265638042127,4,,,300.000000000000000000,280.6666666666667
80,wheeee,rare,29,29,1,0,8.7496466666666667,1312.447,150,150,14,3480.000000000000000000,0,795610,279,325.39171161550024,325.39171161550024,2.1692780774366685,28,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.4149800000000000,870.749,50,50,32,18100,0,367957,68,46.15278249919416,46.15278249919416,0.9230556499838832,55,,,,
83,ape,epic,29,29,1,0,15.9930000000000000,799.650,50,50,7,21000.000000000000000000,2,3577504,679,1998.6435545814597,1998.6435545814597,39.972871091629194,11,,,,
84,ghost,epic,19,29,1,0,21.6265400000000000,1081.327,50,50,9,45200.000000000000000000,4,6848168,1683,3260.7181376516864,3260.7181376516864,65.21436275303373,5,,,1900.000000000000000000,
85,diver,rare,29,21,1,0,8.0114866666666667,1201.723,150,150,26,5650.000000000000000000,3,7039614,1579,3813.281369955498,4813.281369955498,32.08854246636999,2,1000,,,
86,cobra,legendary,29,29,1,0,32.7463000000000000,327.463,10,10,21,75400.000000000000000000,1,2607996,517,1380.4092427364587,1380.4092427364587,138.04092427364589,12,,,,
87,clock,common,29,29,1,0,2.4264970000000000,4852.994,2000,2000,10,255,1,1513233,794,542.26548992969,542.26548992969,0.271132744964845,21,,,,
88,ladybug,rare,29,29,1,0,9.5754733333333333,1436.321,150,150,8,5800,0,661610,121,375.29620605415937,375.29620605415937,2.501974707027729,26,,,,
89,dragon,epic,29,24,1,100.000000000000000000,15.7817000000000000,789.085,50,50,22,11680.000000000000000000,0,2260258,710,977.5495715102812,977.5495715102812,19.550991430205624,17,,,,
90,virus,common,29,29,1,0,2.5128110000000000,5025.622,2000,2000,9,195,0,651142,426,258.9588772143001,258.9588772143001,0.12947943860715005,34,,,,
91,cougar,rare,29,29,1,0,9.4033400000000000,1410.501,150,150,27,3172.380952380800000000,0,594412,240,232.1030950296193,232.1030950296193,1.5473539668641287,38,,,,
92,botroyale,legendary,29,29,1,0,22.7527000000000000,227.527,10,10,28,47240.000000000000000000,0,1689446,543,1078.9742375322658,1078.9742375322658,107.89742375322658,16,,,,
93,mummy,epic,29,29,1,0,14.3279400000000000,716.397,50,50,3,9900,0,374209,149,232.56244705684037,232.56244705684037,4.651248941136807,37,,,,
94,frankie,rare,29,29,1,0,6.7682066666666667,1015.231,150,150,10,3040.000000000000000000,0,214660,123,24.64967832353463,24.64967832353463,0.1643311888235642,62,,,,
95,earth,uncommon,29,29,1,0,2.7427966666666667,1645.678,600,600,25,1018.500000000000000000,0,429186,363,55.00649479707057,55.00649479707057,0.09167749132845096,51,,,,
131,bat,epic,29,29,1,0,7.3986600000000000,369.933,50,50,16,13482.200000000000000000,0,1715092,1159,659.8296343804687,659.8296343804687,13.196592687609375,20,,,,
