rarity,name,date,on_sale_price
epic,royman,2022-12-26,11300
common,saturn,2022-12-26,1500
epic,shades,2022-12-26,14200
uncommon,skull,2022-12-26,1300
rare,skullpatch,2022-12-26,10000
epic,snowman,2022-12-26,12000
legendary,spy,2022-12-26,125000
common,starballoon,2022-12-26,125
epic,tamagochi,2022-12-26,10200
uncommon,target,2022-12-26,1200
uncommon,tomato,2022-12-26,500
uncommon,ufo,2022-12-26,14000
common,vase,2022-12-26,1000
common,virus,2022-12-26,1000
common,volleyball,2022-12-26,1000
uncommon,waffle,2022-12-26,2000
legendary,waffle2,2022-12-26,41100
uncommon,watermelon,2022-12-26,1000
rare,wheeee,2022-12-26,20000
cosmetic,worldcup,2022-12-26,12000
epic,xmasball,2022-12-26,10000
rare,xmasball1,2022-12-26,20000
common,xmasball2,2022-12-26,130
uncommon,yinyang,2022-12-26,1888
common,8ball,2022-12-27,200
epic,angel,2022-12-27,25000
epic,ape,2022-12-27,16000
rare,banana,2022-12-27,2400
epic,baseball,2022-12-27,10000
common,basketball,2022-12-27,135
common,beachball,2022-12-27,1380
uncommon,bomb,2022-12-27,1000
rare,bowie,2022-12-27,15000
common,bowling,2022-12-27,149
uncommon,bull,2022-12-27,2000
rare,burger,2022-12-27,20000
common,button,2022-12-27,1100
uncommon,casinochip,2022-12-27,1700
uncommon,cat,2022-12-27,1200
rare,cherry,2022-12-27,10000
epic,citrus,2022-12-27,12000
common,clock,2022-12-27,1233
rare,coconut,2022-12-27,1820
rare,cougar,2022-12-27,10000
common,crosshair,2022-12-27,1050
uncommon,cute,2022-12-27,666
uncommon,derp,2022-12-27,1700
epic,devil,2022-12-27,15000
epic,discoball,2022-12-27,10000
epic,disguise,2022-12-27,10000
rare,diver,2022-12-27,10000
uncommon,dog,2022-12-27,1500
uncommon,donut,2022-12-27,1000
epic,dragon,2022-12-27,13000
uncommon,earth,2022-12-27,10000
rare,egg,2022-12-27,13001
rare,eyeball,2022-12-27,10000
epic,eyeball2,2022-12-27,30000
uncommon,fishcake,2022-12-27,400
rare,floater,2022-12-27,10000
common,football,2022-12-27,2000
uncommon,fox,2022-12-27,20000
rare,frankie,2022-12-27,10000
rare,gamer,2022-12-27,30000
epic,ghost,2022-12-27,33000
rare,jackolantern,2022-12-27,11500
rare,ladybug,2022-12-27,10000
rare,marble,2022-12-27,1500
rare,melon,2022-12-27,10000
legendary,moneybag,2022-12-27,50000
uncommon,moon,2022-12-27,12000
epic,mummy,2022-12-27,16200
rare,ninja,2022-12-27,10000
uncommon,opencan,2022-12-27,1428.57
epic,owl,2022-12-27,17500
uncommon,panda,2022-12-27,1500
rare,peach,2022-12-27,30000
rare,pizza,2022-12-27,30000
epic,potion,2022-12-27,11700
uncommon,racoon,2022-12-27,700
uncommon,revolver,2022-12-27,1344
epic,royman,2022-12-27,11300
common,saturn,2022-12-27,250
epic,shades,2022-12-27,11000
uncommon,skull,2022-12-27,1300
rare,skullpatch,2022-12-27,10000
epic,snowman,2022-12-27,12000
legendary,spy,2022-12-27,125000
common,starballoon,2022-12-27,132
epic,tamagochi,2022-12-27,10200
uncommon,target,2022-12-27,1200
uncommon,tomato,2022-12-27,500
uncommon,ufo,2022-12-27,20000
common,vase,2022-12-27,150
common,virus,2022-12-27,1400
common,volleyball,2022-12-27,1000
uncommon,waffle,2022-12-27,645
legendary,waffle2,2022-12-27,60500
uncommon,watermelon,2022-12-27,1000
rare,wheeee,2022-12-27,20000
epic,xmasball,2022-12-27,10000
rare,xmasball1,2022-12-27,30000
common,xmasball2,2022-12-27,169
uncommon,yinyang,2022-12-27,3000
common,8ball,2022-12-28,190
common,alien,2022-12-28,1343
epic,angel,2022-12-28,25000
epic,ape,2022-12-28,16000
rare,banana,2022-12-28,2050
epic,baseball,2022-12-28,10000
common,basketball,2022-12-28,131
common,beachball,2022-12-28,1500
uncommon,bomb,2022-12-28,1000
rare,bowie,2022-12-28,1200
common,bowling,2022-12-28,140
uncommon,bull,2022-12-28,1645
rare,burger,2022-12-28,20000
common,button,2022-12-28,135
uncommon,casinochip,2022-12-28,1690
uncommon,cat,2022-12-28,1200
rare,cherry,2022-12-28,10000
epic,citrus,2022-12-28,12000
common,clock,2022-12-28,1000
rare,coconut,2022-12-28,1820
rare,cougar,2022-12-28,10000
common,crosshair,2022-12-28,1000
uncommon,cute,2022-12-28,633
uncommon,derp,2022-12-28,1300
epic,devil,2022-12-28,15000
epic,discoball,2022-12-28,13000
epic,disguise,2022-12-28,10000
rare,diver,2022-12-28,10000
uncommon,dog,2022-12-28,1900
uncommon,donut,2022-12-28,1000
epic,dragon,2022-12-28,13500
uncommon,earth,2022-12-28,10000
rare,egg,2022-12-28,10000
rare,eyeball,2022-12-28,10000
epic,eyeball2,2022-12-28,30000
uncommon,fishcake,2022-12-28,600
rare,floater,2022-12-28,10000
common,football,2022-12-28,1380
uncommon,fox,2022-12-28,1200
rare,frankie,2022-12-28,10000
rare,gamer,2022-12-28,20000
epic,ghost,2022-12-28,29000
rare,jackolantern,2022-12-28,11500
rare,ladybug,2022-12-28,10000
rare,marble,2022-12-28,1500
rare,melon,2022-12-28,10000
legendary,moneybag,2022-12-28,50000
uncommon,moon,2022-12-28,11000
epic,mummy,2022-12-28,16000
rare,ninja,2022-12-28,10000
uncommon,opencan,2022-12-28,1300
epic,owl,2022-12-28,17500
uncommon,panda,2022-12-28,1500
rare,peach,2022-12-28,30000
rare,pizza,2022-12-28,30000
epic,potion,2022-12-28,11700
uncommon,racoon,2022-12-28,1555
uncommon,revolver,2022-12-28,1340
epic,royman,2022-12-28,11300
common,saturn,2022-12-28,1860
epic,shades,2022-12-28,14200
rare,skullpatch,2022-12-28,10000
epic,snowman,2022-12-28,12000
legendary,spy,2022-12-28,122500
common,starballoon,2022-12-28,125
epic,tamagochi,2022-12-28,10200
uncommon,target,2022-12-28,1200
uncommon,tomato,2022-12-28,600
uncommon,ufo,2022-12-28,12000
common,vase,2022-12-28,159
common,virus,2022-12-28,1000
common,volleyball,2022-12-28,156
uncommon,waffle,2022-12-28,2000
legendary,waffle2,2022-12-28,58500
uncommon,watermelon,2022-12-28,1000
rare,wheeee,2022-12-28,20000
cosmetic,worldcup,2022-12-28,14900
epic,xmasball,2022-12-28,10000
rare,xmasball1,2022-12-28,22000
common,xmasball2,2022-12-28,150
uncommon,yinyang,2022-12-28,2600
common,8ball,2022-12-29,"140,0"
common,alien,2022-12-29,"225,0"
epic,angel,2022-12-29,"25000,0"
epic,ape,2022-12-29,"16000,0"
rare,banana,2022-12-29,"2390,0"
epic,baseball,2022-12-29,"10000,0"
common,basketball,2022-12-29,"200,0"
common,beachball,2022-12-29,"130,0"
uncommon,bomb,2022-12-29,"1000,0"
rare,bowie,2022-12-29,"1200,0"
common,bowling,2022-12-29,"153,0"
uncommon,bull,2022-12-29,"800,0"
rare,burger,2022-12-29,"3999,0"
common,button,2022-12-29,"145,0"
uncommon,casinochip,2022-12-29,"1000,0"
uncommon,cat,2022-12-29,"1200,0"
rare,cherry,2022-12-29,"5000,0"
epic,citrus,2022-12-29,"9500,0"
common,clock,2022-12-29,"155,0"
rare,coconut,2022-12-29,"1800,0"
rare,cougar,2022-12-29,"4300,0"
common,crosshair,2022-12-29,"800,0"
uncommon,cute,2022-12-29,"633,0"
uncommon,derp,2022-12-29,"1200,0"
epic,devil,2022-12-29,"9300,0"
epic,discoball,2022-12-29,"9000,0"
epic,disguise,2022-12-29,"7950,0"
rare,diver,2022-12-29,"5500,0"
uncommon,dog,2022-12-29,"570,0"
uncommon,donut,2022-12-29,"2500,0"
epic,dragon,2022-12-29,"14499,0"
uncommon,earth,2022-12-29,"1465,0"
rare,egg,2022-12-29,"13001,0"
rare,eyeball,2022-12-29,"1499,0"
epic,eyeball2,2022-12-29,"6900,0"
uncommon,fishcake,2022-12-29,"760,0"
rare,floater,2022-12-29,"8000,0"
common,football,2022-12-29,"400,0"
uncommon,fox,2022-12-29,"1500,0"
rare,frankie,2022-12-29,"2700,0"
rare,gamer,2022-12-29,"3550,0"
epic,ghost,2022-12-29,"37000,0"
rare,jackolantern,2022-12-29,"2733,0"
rare,ladybug,2022-12-29,"4800,0"
rare,marble,2022-12-29,"1500,0"
rare,melon,2022-12-29,"1449,99"
legendary,moneybag,2022-12-29,"50000,0"
uncommon,moon,2022-12-29,"4960,0"
epic,mummy,2022-12-29,"16000,0"
rare,ninja,2022-12-29,"5500,0"
uncommon,opencan,2022-12-29,"750,0"
epic,owl,2022-12-29,"17000,0"
uncommon,panda,2022-12-29,"720,0"
rare,peach,2022-12-29,"3500,0"
rare,pizza,2022-12-29,"5000,0"
epic,potion,2022-12-29,"11700,0"
uncommon,racoon,2022-12-29,"350,0"
uncommon,revolver,2022-12-29,"1340,0"
epic,royman,2022-12-29,"7499,0"
common,saturn,2022-12-29,"200,0"
epic,shades,2022-12-29,"14200,0"
uncommon,skull,2022-12-29,"1900,0"
rare,skullpatch,2022-12-29,"2850,0"
epic,snowman,2022-12-29,"7999,0"
legendary,spy,2022-12-29,"95000,0"
common,starballoon,2022-12-29,"125,0"
epic,tamagochi,2022-12-29,"8900,0"
uncommon,target,2022-12-29,"400,0"
uncommon,tomato,2022-12-29,"395,0"
uncommon,ufo,2022-12-29,"5000,0"
common,vase,2022-12-29,"175,0"
common,virus,2022-12-29,"300,0"
common,volleyball,2022-12-29,"155,0"
uncommon,waffle,2022-12-29,"625,0"
legendary,waffle2,2022-12-29,"58500,0"
uncommon,watermelon,2022-12-29,"800,0"
rare,wheeee,2022-12-29,"3499,0"
cosmetic,worldcup,2022-12-29,"3000,0"
epic,xmasball,2022-12-29,"8500,0"
common,xmasball2,2022-12-29,"140,0"
uncommon,yinyang,2022-12-29,"400,0"
common,8ball,2022-12-30,"200,0"
common,alien,2022-12-30,"299,0"
epic,angel,2022-12-30,"25000,0"
epic,ape,2022-12-30,"16000,0"
rare,banana,2022-12-30,"2390,0"
epic,baseball,2022-12-30,"10000,0"
common,basketball,2022-12-30,"160,0"
common,beachball,2022-12-30,"130,0"
uncommon,bomb,2022-12-30,"1000,0"
rare,bowie,2022-12-30,"1299,99"
common,bowling,2022-12-30,"150,0"
uncommon,bull,2022-12-30,"800,0"
rare,burger,2022-12-30,"3999,0"
common,button,2022-12-30,"130,0"
rare,candyswirl,2022-12-30,"10000,0"
uncommon,casinochip,2022-12-30,"1000,0"
rare,cherry,2022-12-30,"5000,0"
epic,citrus,2022-12-30,"9500,0"
common,clock,2022-12-30,"160,0"
rare,coconut,2022-12-30,"1800,0"
rare,cougar,2022-12-30,"4300,0"
common,crosshair,2022-12-30,"700,0"
uncommon,cute,2022-12-30,"633,0"
uncommon,derp,2022-12-30,"1200,0"
epic,devil,2022-12-30,"9000,0"
epic,discoball,2022-12-30,"8999,99"
epic,disguise,2022-12-30,"7950,0"
rare,diver,2022-12-30,"5500,0"
uncommon,dog,2022-12-30,"570,0"
uncommon,donut,2022-12-30,"2500,0"
epic,dragon,2022-12-30,"14499,0"
uncommon,earth,2022-12-30,"1388,0"
rare,egg,2022-12-30,"9000,0"
rare,eyeball,2022-12-30,"1499,0"
epic,eyeball2,2022-12-30,"6900,0"
uncommon,fishcake,2022-12-30,"760,0"
rare,floater,2022-12-30,"8000,0"
common,football,2022-12-30,"500,0"
uncommon,fox,2022-12-30,"1200,0"
rare,frankie,2022-12-30,"2700,0"
rare,gamer,2022-12-30,"3550,0"
epic,ghost,2022-12-30,"37000,0"
rare,jackolantern,2022-12-30,"2733,0"
rare,ladybug,2022-12-30,"3800,0"
rare,marble,2022-12-30,"1500,0"
rare,melon,2022-12-30,"1350,0"
legendary,moneybag,2022-12-30,"50000,0"
uncommon,moon,2022-12-30,"4560,0"
epic,mummy,2022-12-30,"16000,0"
rare,ninja,2022-12-30,"5500,0"
uncommon,opencan,2022-12-30,"640,0"
epic,owl,2022-12-30,"16800,0"
uncommon,panda,2022-12-30,"700,0"
rare,peach,2022-12-30,"3600,0"
rare,pizza,2022-12-30,"5000,0"
epic,potion,2022-12-30,"11700,0"
uncommon,racoon,2022-12-30,"550,0"
uncommon,revolver,2022-12-30,"1339,0"
epic,royman,2022-12-30,"7499,0"
common,saturn,2022-12-30,"190,0"
epic,shades,2022-12-30,"13500,0"
uncommon,skull,2022-12-30,"5000,0"
rare,skullpatch,2022-12-30,"2800,0"
epic,snowman,2022-12-30,"7999,0"
legendary,spy,2022-12-30,"95000,0"
common,starballoon,2022-12-30,"455,0"
epic,tamagochi,2022-12-30,"8900,0"
uncommon,target,2022-12-30,"395,0"
uncommon,tomato,2022-12-30,"395,0"
uncommon,ufo,2022-12-30,"8222,0"
common,vase,2022-12-30,"180,0"
common,virus,2022-12-30,"190,0"
common,volleyball,2022-12-30,"155,0"
uncommon,waffle,2022-12-30,"625,0"
legendary,waffle2,2022-12-30,"58500,0"
uncommon,watermelon,2022-12-30,"650,0"
rare,wheeee,2022-12-30,"3499,0"
cosmetic,worldcup,2022-12-30,"3000,0"
epic,xmasball,2022-12-30,"8500,0"
common,xmasball2,2022-12-30,"138,0"
uncommon,yinyang,2022-12-30,"400,0"
common,8ball,2022-12-31,"180,0"
common,alien,2022-12-31,"300,0"
epic,angel,2022-12-31,"21000,0"
epic,ape,2022-12-31,"16000,0"
rare,banana,2022-12-31,"2000,0"
epic,baseball,2022-12-31,"10000,0"
common,basketball,2022-12-31,"140,0"
common,beachball,2022-12-31,"141,0"
uncommon,bomb,2022-12-31,"1000,0"
rare,bowie,2022-12-31,"1299,99"
common,bowling,2022-12-31,"159,0"
uncommon,bull,2022-12-31,"800,0"
rare,burger,2022-12-31,"3999,0"
common,button,2022-12-31,"168,0"
uncommon,casinochip,2022-12-31,"1000,0"
uncommon,cat,2022-12-31,"1700,0"
rare,cherry,2022-12-31,"4200,0"
epic,citrus,2022-12-31,"9400,0"
common,clock,2022-12-31,"140,0"
rare,coconut,2022-12-31,"1800,0"
rare,cougar,2022-12-31,"4300,0"
common,crosshair,2022-12-31,"750,0"
uncommon,cute,2022-12-31,"525,0"
uncommon,derp,2022-12-31,"1200,0"
epic,devil,2022-12-31,"8000,0"
epic,discoball,2022-12-31,"9000,0"
epic,disguise,2022-12-31,"7950,0"
rare,diver,2022-12-31,"5500,0"
uncommon,dog,2022-12-31,"580,0"
epic,dragon,2022-12-31,"14499,0"
uncommon,earth,2022-12-31,"1550,0"
rare,egg,2022-12-31,"9500,0"
rare,eyeball,2022-12-31,"1499,0"
epic,eyeball2,2022-12-31,"6900,0"
uncommon,fishcake,2022-12-31,"1500,0"
rare,floater,2022-12-31,"8000,0"
common,football,2022-12-31,"395,0"
uncommon,fox,2022-12-31,"1200,0"
rare,frankie,2022-12-31,"2700,0"
rare,gamer,2022-12-31,"3550,0"
epic,ghost,2022-12-31,"37000,0"
rare,jackolantern,2022-12-31,"2350,0"
rare,ladybug,2022-12-31,"3809,524"
rare,marble,2022-12-31,"1500,0"
rare,melon,2022-12-31,"1350,0"
legendary,moneybag,2022-12-31,"50000,0"
uncommon,moon,2022-12-31,"4320,0"
epic,mummy,2022-12-31,"16000,0"
rare,ninja,2022-12-31,"5500,0"
uncommon,opencan,2022-12-31,"650,0"
epic,owl,2022-12-31,"18500,0"
uncommon,panda,2022-12-31,"1150,0"
rare,peach,2022-12-31,"3600,0"
rare,pizza,2022-12-31,"5000,0"
epic,potion,2022-12-31,"11700,0"
uncommon,racoon,2022-12-31,"550,0"
uncommon,revolver,2022-12-31,"1339,0"
epic,royman,2022-12-31,"7499,0"
common,saturn,2022-12-31,"190,0"
epic,shades,2022-12-31,"14200,0"
uncommon,skull,2022-12-31,"1700,0"
rare,skullpatch,2022-12-31,"2500,0"
epic,snowman,2022-12-31,"7999,0"
legendary,spy,2022-12-31,"85000,0"
common,starballoon,2022-12-31,"140,0"
epic,tamagochi,2022-12-31,"8900,0"
uncommon,target,2022-12-31,"549,99"
uncommon,tomato,2022-12-31,"395,0"
uncommon,ufo,2022-12-31,"8115,0"
common,vase,2022-12-31,"160,0"
common,virus,2022-12-31,"420,0"
common,volleyball,2022-12-31,"150,0"
uncommon,waffle,2022-12-31,"625,0"
legendary,waffle2,2022-12-31,"58500,0"
uncommon,watermelon,2022-12-31,"850,0"
rare,wheeee,2022-12-31,"3499,0"
cosmetic,worldcup,2022-12-31,"3000,0"
epic,xmasball,2022-12-31,"8500,0"
rare,xmasball1,2022-12-31,"27000,0"
common,xmasball2,2022-12-31,"139,0"
uncommon,yinyang,2022-12-31,"400,0"
common,8ball,2023-01-01,"160,0"
common,alien,2023-01-01,"250,0"
epic,angel,2023-01-01,"19000,0"
epic,ape,2023-01-01,"18500,0"
rare,banana,2023-01-01,"1900,0"
epic,baseball,2023-01-01,"10000,0"
common,basketball,2023-01-01,"135,0"
common,beachball,2023-01-01,"130,0"
uncommon,bomb,2023-01-01,"975,0"
legendary,botroyale,2023-01-01,"48000,0"
rare,bowie,2023-01-01,"1300,0"
common,bowling,2023-01-01,"150,0"
uncommon,bull,2023-01-01,"850,0"
rare,burger,2023-01-01,"3900,0"
common,button,2023-01-01,"200,0"
rare,candyswirl,2023-01-01,"7400,0"
uncommon,casinochip,2023-01-01,"1375,0"
uncommon,cat,2023-01-01,"1299,0"
rare,cherry,2023-01-01,"4500,0"
epic,citrus,2023-01-01,"9000,0"
common,clock,2023-01-01,"140,0"
rare,coconut,2023-01-01,"1700,0"
rare,cougar,2023-01-01,"4000,0"
common,crosshair,2023-01-01,"790,0"
uncommon,cute,2023-01-01,"525,0"
uncommon,derp,2023-01-01,"1100,0"
epic,devil,2023-01-01,"8000,0"
epic,discoball,2023-01-01,"8875,0"
epic,disguise,2023-01-01,"7950,0"
rare,diver,2023-01-01,"5500,0"
uncommon,dog,2023-01-01,"590,0"
uncommon,donut,2023-01-01,"440,0"
epic,dragon,2023-01-01,"14499,0"
uncommon,earth,2023-01-01,"1500,0"
rare,egg,2023-01-01,"13001,0"
rare,eyeball,2023-01-01,"1450,0"
epic,eyeball2,2023-01-01,"6900,0"
uncommon,fishcake,2023-01-01,"900,0"
rare,floater,2023-01-01,"7999,0"
common,football,2023-01-01,"390,0"
uncommon,fox,2023-01-01,"500,0"
rare,frankie,2023-01-01,"2900,0"
rare,gamer,2023-01-01,"3900,0"
epic,ghost,2023-01-01,"37000,0"
rare,jackolantern,2023-01-01,"2600,0"
rare,ladybug,2023-01-01,"3700,0"
rare,marble,2023-01-01,"1300,0"
rare,melon,2023-01-01,"1250,0"
legendary,moneybag,2023-01-01,"50000,0"
uncommon,moon,2023-01-01,"4000,0"
epic,mummy,2023-01-01,"15500,0"
rare,ninja,2023-01-01,"6250,0"
uncommon,opencan,2023-01-01,"639,0"
epic,owl,2023-01-01,"17000,0"
uncommon,panda,2023-01-01,"899,99"
rare,peach,2023-01-01,"3600,0"
rare,pizza,2023-01-01,"4600,0"
epic,potion,2023-01-01,"11400,0"
uncommon,racoon,2023-01-01,"500,0"
uncommon,revolver,2023-01-01,"1900,0"
epic,royman,2023-01-01,"7499,0"
common,saturn,2023-01-01,"180,0"
epic,shades,2023-01-01,"14000,0"
uncommon,skull,2023-01-01,"1400,0"
rare,skullpatch,2023-01-01,"2300,0"
epic,snowman,2023-01-01,"7994,0"
legendary,spy,2023-01-01,"81000,0"
common,starballoon,2023-01-01,"135,0"
epic,tamagochi,2023-01-01,"8900,0"
uncommon,target,2023-01-01,"440,0"
uncommon,tomato,2023-01-01,"398,0"
cosmetic,tycoonfrog,2023-01-01,"66114,28571428571"
uncommon,ufo,2023-01-01,"3800,0"
common,vase,2023-01-01,"160,0"
common,virus,2023-01-01,"180,0"
common,volleyball,2023-01-01,"160,0"
uncommon,waffle,2023-01-01,"600,0"
legendary,waffle2,2023-01-01,"58500,0"
uncommon,watermelon,2023-01-01,"780,0"
rare,wheeee,2023-01-01,"2999,0"
cosmetic,worldcup,2023-01-01,"5000,0"
epic,xmasball,2023-01-01,"8500,0"
rare,xmasball1,2023-01-01,"15000,0"
common,xmasball2,2023-01-01,"125,0"
uncommon,yinyang,2023-01-01,"399,0"
common,8ball,2023-01-02,"249,0"
common,alien,2023-01-02,"220,0"
epic,angel,2023-01-02,"18718,0"
epic,ape,2023-01-02,"17628,0"
rare,banana,2023-01-02,"1800,0"
epic,baseball,2023-01-02,"10000,0"
common,basketball,2023-01-02,"142,0"
common,beachball,2023-01-02,"130,0"
uncommon,bomb,2023-01-02,"975,0"
legendary,botroyale,2023-01-02,"44444,0"
rare,bowie,2023-01-02,"1260,0"
common,bowling,2023-01-02,"154,0"
uncommon,bull,2023-01-02,"810,0"
rare,burger,2023-01-02,"3900,0"
common,button,2023-01-02,"195,0"
uncommon,casinochip,2023-01-02,"1500,0"
uncommon,cat,2023-01-02,"1100,0"
rare,cherry,2023-01-02,"4500,0"
epic,citrus,2023-01-02,"8890,0"
common,clock,2023-01-02,"145,0"
rare,coconut,2023-01-02,"1700,0"
rare,cougar,2023-01-02,"3800,0"
common,crosshair,2023-01-02,"600,0"
uncommon,cute,2023-01-02,"625,0"
uncommon,derp,2023-01-02,"1100,0"
epic,devil,2023-01-02,"8000,0"
epic,discoball,2023-01-02,"8875,0"
epic,disguise,2023-01-02,"7950,0"
rare,diver,2023-01-02,"5045,0"
uncommon,dog,2023-01-02,"580,0"
uncommon,donut,2023-01-02,"430,0"
epic,dragon,2023-01-02,"16000,0"
uncommon,earth,2023-01-02,"1350,0"
rare,egg,2023-01-02,"13001,0"
rare,eyeball,2023-01-02,"1450,0"
epic,eyeball2,2023-01-02,"6900,0"
uncommon,fishcake,2023-01-02,"710,0"
rare,floater,2023-01-02,"6000,0"
common,football,2023-01-02,"340,0"
uncommon,fox,2023-01-02,"1300,0"
rare,frankie,2023-01-02,"2900,0"
rare,gamer,2023-01-02,"3900,0"
epic,ghost,2023-01-02,"40000,0"
rare,jackolantern,2023-01-02,"2722,0"
rare,ladybug,2023-01-02,"3500,0"
rare,marble,2023-01-02,"1300,0"
rare,melon,2023-01-02,"1200,0"
legendary,moneybag,2023-01-02,"50000,0"
uncommon,moon,2023-01-02,"3999,0"
epic,mummy,2023-01-02,"15200,0"
rare,ninja,2023-01-02,"6000,0"
uncommon,opencan,2023-01-02,"600,0"
epic,owl,2023-01-02,"17000,0"
uncommon,panda,2023-01-02,"772,0"
rare,peach,2023-01-02,"3600,0"
rare,pizza,2023-01-02,"3900,0"
epic,potion,2023-01-02,"11360,0"
uncommon,racoon,2023-01-02,"445,0"
uncommon,revolver,2023-01-02,"1900,0"
epic,royman,2023-01-02,"7499,0"
common,saturn,2023-01-02,"178,0"
epic,shades,2023-01-02,"12070,0"
uncommon,skull,2023-01-02,"11000,0"
rare,skullpatch,2023-01-02,"2350,0"
epic,snowman,2023-01-02,"7999,0"
legendary,spy,2023-01-02,"79524,14"
common,starballoon,2023-01-02,"140,0"
epic,tamagochi,2023-01-02,"8900,0"
uncommon,target,2023-01-02,"420,0"
uncommon,tomato,2023-01-02,"398,0"
uncommon,ufo,2023-01-02,"3600,0"
common,vase,2023-01-02,"160,0"
common,virus,2023-01-02,"170,0"
common,volleyball,2023-01-02,"150,0"
uncommon,waffle,2023-01-02,"600,0"
legendary,waffle2,2023-01-02,"58500,0"
uncommon,watermelon,2023-01-02,"690,0"
rare,wheeee,2023-01-02,"2850,0"
cosmetic,worldcup,2023-01-02,"3000,0"
epic,xmasball,2023-01-02,"8500,0"
rare,xmasball1,2023-01-02,"15000,0"
common,xmasball2,2023-01-02,"140,0"
uncommon,yinyang,2023-01-02,"573,0"
common,8ball,2023-01-03,"175,0"
common,alien,2023-01-03,"220,0"
epic,angel,2023-01-03,"18718,0"
epic,ape,2023-01-03,"16500,0"
rare,banana,2023-01-03,"2390,0"
epic,baseball,2023-01-03,"10000,0"
common,basketball,2023-01-03,"250,0"
common,beachball,2023-01-03,"150,0"
uncommon,bomb,2023-01-03,"975,0"
legendary,botroyale,2023-01-03,"44444,0"
rare,bowie,2023-01-03,"1260,0"
common,bowling,2023-01-03,"145,0"
uncommon,bull,2023-01-03,"800,0"
rare,burger,2023-01-03,"3650,0"
common,button,2023-01-03,"195,0"
uncommon,casinochip,2023-01-03,"1200,0"
rare,cherry,2023-01-03,"4500,0"
epic,citrus,2023-01-03,"8890,0"
common,clock,2023-01-03,"164,0"
rare,coconut,2023-01-03,"1700,0"
rare,cougar,2023-01-03,"3800,0"
common,crosshair,2023-01-03,"600,0"
uncommon,cute,2023-01-03,"600,0"
uncommon,derp,2023-01-03,"1100,0"
epic,devil,2023-01-03,"8000,0"
epic,discoball,2023-01-03,"8875,0"
epic,disguise,2023-01-03,"7950,0"
rare,diver,2023-01-03,"5045,0"
uncommon,dog,2023-01-03,"560,0"
uncommon,donut,2023-01-03,"430,0"
epic,dragon,2023-01-03,"16000,0"
uncommon,earth,2023-01-03,"1300,0"
rare,egg,2023-01-03,"13001,0"
rare,eyeball,2023-01-03,"1450,0"
epic,eyeball2,2023-01-03,"6900,0"
uncommon,fishcake,2023-01-03,"710,0"
rare,floater,2023-01-03,"6000,0"
common,football,2023-01-03,"550,0"
uncommon,fox,2023-01-03,"790,0"
legendary,fox777,2023-01-03,"200000,0"
rare,frankie,2023-01-03,"2850,0"
rare,gamer,2023-01-03,"3500,0"
epic,ghost,2023-01-03,"40000,0"
rare,jackolantern,2023-01-03,"2722,0"
rare,ladybug,2023-01-03,"3600,0"
rare,marble,2023-01-03,"1300,0"
rare,melon,2023-01-03,"1500,0"
legendary,moneybag,2023-01-03,"47500,0"
uncommon,moon,2023-01-03,"3999,0"
epic,mummy,2023-01-03,"15200,0"
rare,ninja,2023-01-03,"6000,0"
uncommon,opencan,2023-01-03,"600,0"
epic,owl,2023-01-03,"18500,0"
uncommon,panda,2023-01-03,"772,0"
rare,peach,2023-01-03,"3600,0"
rare,pizza,2023-01-03,"3000,0"
epic,potion,2023-01-03,"11360,0"
uncommon,racoon,2023-01-03,"445,0"
uncommon,revolver,2023-01-03,"1900,0"
epic,royman,2023-01-03,"7499,0"
common,saturn,2023-01-03,"175,0"
epic,shades,2023-01-03,"14200,0"
uncommon,skull,2023-01-03,"1500,0"
rare,skullpatch,2023-01-03,"2350,0"
epic,snowman,2023-01-03,"7999,0"
legendary,spy,2023-01-03,"79524,14"
common,starballoon,2023-01-03,"149,0"
epic,tamagochi,2023-01-03,"8900,0"
uncommon,target,2023-01-03,"420,0"
uncommon,tomato,2023-01-03,"398,0"
uncommon,ufo,2023-01-03,"3400,0"
common,vase,2023-01-03,"173,0"
common,virus,2023-01-03,"250,0"
common,volleyball,2023-01-03,"160,0"
uncommon,waffle,2023-01-03,"600,0"
legendary,waffle2,2023-01-03,"58500,0"
uncommon,watermelon,2023-01-03,"710,0"
rare,wheeee,2023-01-03,"2850,0"
cosmetic,worldcup,2023-01-03,"3666,0"
epic,xmasball,2023-01-03,"8500,0"
rare,xmasball1,2023-01-03,"15000,0"
common,xmasball2,2023-01-03,"130,0"
uncommon,yinyang,2023-01-03,"397,0"
common,8ball,2023-01-04,"250,0"
common,alien,2023-01-04,"250,0"
epic,angel,2023-01-04,"18718,0"
epic,ape,2023-01-04,"15555,0"
rare,banana,2023-01-04,"2390,0"
epic,baseball,2023-01-04,"10000,0"
common,basketball,2023-01-04,"140,0"
common,beachball,2023-01-04,"200,0"
uncommon,bomb,2023-01-04,"700,0"
rare,bowie,2023-01-04,"1350,0"
common,bowling,2023-01-04,"160,0"
uncommon,bull,2023-01-04,"800,0"
rare,burger,2023-01-04,"3650,0"
common,button,2023-01-04,"190,0"
uncommon,casinochip,2023-01-04,"1500,0"
uncommon,cat,2023-01-04,"2000,0"
rare,cherry,2023-01-04,"4500,0"
epic,citrus,2023-01-04,"8890,0"
common,clock,2023-01-04,"170,0"
rare,coconut,2023-01-04,"1700,0"
